曲A,曲B,演奏公演数,全公演割合,演奏ツアー数,全ツアー割合
RUNNERS HIGH REPRISE,Serenade ga Tomaranai,1,0.0009182736455463728,1,0.024390243902439025
Atorakushon ga Hajimaru (they call it “NO.6”),Serenade ga Tomaranai,7,0.006427915518824609,1,0.024390243902439025
Anti-Trendy Club,Bachigai Hummingbird,4,0.0036730945821854912,1,0.024390243902439025
Bachigai Hummingbird,Chaos ga Kiwamaru,16,0.014692378328741965,1,0.024390243902439025
Anti-Trendy Club,Pandemic Sudden Death,12,0.011019283746556474,1,0.024390243902439025
Chaos ga Kiwamaru,Pandemic Sudden Death,13,0.011937557392102846,1,0.024390243902439025
Pandemic Sudden Death,Seihitsu Kanbi Akigure Jojou,8,0.0073461891643709825,1,0.024390243902439025
Pandemic Sudden Death,Serenade ga Tomaranai,14,0.012855831037649219,1,0.024390243902439025
Anti-Trendy Club,Sawarenai Uta,11,0.010101010101010102,1,0.024390243902439025
Chaos ga Kiwamaru,Sawarenai Uta,12,0.011019283746556474,1,0.024390243902439025
Sawarenai Uta,Seihitsu Kanbi Akigure Jojou,8,0.0073461891643709825,1,0.024390243902439025
Sawarenai Uta,Serenade ga Tomaranai,12,0.011019283746556474,1,0.024390243902439025
Aerial Alien,Shoegazer Speaker,2,0.0018365472910927456,1,0.024390243902439025
Mekator Jikuu Tankentai,Sugar Song to Bitter Step,27,0.024793388429752067,1,0.024390243902439025
Mekator Jikuu Tankentai,Pandemic Sudden Death,26,0.023875114784205693,1,0.024390243902439025
Chaos ga Kiwamaru,Drum Solo,23,0.021120293847566574,1,0.024390243902439025
Anti-Trendy Club,Mikansei Daisy,2,0.0018365472910927456,1,0.024390243902439025
Atorakushon ga Hajimaru (they call it “NO.6”),Shoegazer Speaker,1,0.0009182736455463728,1,0.024390243902439025
Anti-Trendy Club,Nihil Pip Viper,22,0.020202020202020204,1,0.024390243902439025
Coffee Cup Syndrome,Tettoutetsubi Yonayona Drive,26,0.023875114784205693,1,0.024390243902439025
Ryusei no Squall,cody beats,4,0.0036730945821854912,1,0.024390243902439025
Airabuniju,Coffee Cup Syndrome,14,0.012855831037649219,1,0.024390243902439025
Coffee Cup Syndrome,Toushindai no Chikyu,9,0.008264462809917356,1,0.024390243902439025
Anti-Trendy Club,Drum Solo,22,0.020202020202020204,1,0.024390243902439025
Airabuniju,Mikansei Daisy,8,0.0073461891643709825,1,0.024390243902439025
Mikansei Daisy,Ryusei no Squall,2,0.0018365472910927456,1,0.024390243902439025
Mikansei Daisy,Toushindai no Chikyu,3,0.0027548209366391185,1,0.024390243902439025
Mikansei Daisy,to the CIDER ROAD,2,0.0018365472910927456,1,0.024390243902439025
23:25,Serenade ga Tomaranai,6,0.005509641873278237,1,0.024390243902439025
Airabuniju,Ryusei no Squall,3,0.0027548209366391185,1,0.024390243902439025
Anti-Trendy Club,Instrumental Jam,22,0.020202020202020204,1,0.024390243902439025
Toushindai no Chikyu,to the CIDER ROAD,2,0.0018365472910927456,1,0.024390243902439025
Phantom Joke,Shoegazer Speaker,24,0.02203856749311295,1,0.024390243902439025
Orion wo Nazoru,Program continued,29,0.02662993572084481,1,0.024390243902439025
Galileo no Showcase,Tasogare in the Spy,25,0.02295684113865932,1,0.024390243902439025
Otonoba Chukan Shiken,Tasogare in the Spy,27,0.024793388429752067,1,0.024390243902439025
Coffee Cup Syndrome,Tasogare in the Spy,25,0.02295684113865932,1,0.024390243902439025
Tasogare in the Spy,"Yuunagi, Ensemble",25,0.02295684113865932,1,0.024390243902439025
Drum Solo,Phantom Joke,24,0.02203856749311295,1,0.024390243902439025
Kimi no Moto e,Tasogare in the Spy,25,0.02295684113865932,1,0.024390243902439025
Tettoutetsubi Yonayona Drive,cody beats,7,0.006427915518824609,1,0.024390243902439025
Drum Solo,Scarsdale,19,0.017447199265381085,1,0.024390243902439025
Mikansei Daisy,Sugar Song to Bitter Step,7,0.006427915518824609,1,0.024390243902439025
Miss. Sandy,Scarsdale,19,0.017447199265381085,1,0.024390243902439025
Sentimental Period,"Yuunagi, Ensemble",30,0.027548209366391185,1,0.024390243902439025
Light Flat,"Yuunagi, Ensemble",22,0.020202020202020204,1,0.024390243902439025
Nihil Pip Viper,Seihitsu Kanbi Akigure Jojou,22,0.020202020202020204,1,0.024390243902439025
Light Flat,Sayonara Dai Kyu Wakusei,31,0.028466483011937556,1,0.024390243902439025
Seihitsu Kanbi Akigure Jojou,Space Shuttle Lullaby,22,0.020202020202020204,1,0.024390243902439025
Sayonara Dai Kyu Wakusei,"Yuunagi, Ensemble",14,0.012855831037649219,1,0.024390243902439025
Airabuniju,Linear Blue wo Kikinagara,2,0.0018365472910927456,1,0.024390243902439025
"Majority Report (darling, I love you)",Orion wo Nazoru,26,0.023875114784205693,1,0.024390243902439025
Aerial Alien,Orion wo Nazoru,26,0.023875114784205693,1,0.024390243902439025
"8-Gatsu, Hirunaka no Nagareboshi to Hikouki-Gumo",Orion wo Nazoru,28,0.025711662075298437,1,0.024390243902439025
Shoegazer Speaker,kaleido proud fiesta,22,0.020202020202020204,1,0.024390243902439025
Drum Solo,kaleido proud fiesta,23,0.021120293847566574,1,0.024390243902439025
"Majority Report (darling, I love you)",Scarsdale,19,0.017447199265381085,1,0.024390243902439025
Aerial Alien,Scarsdale,19,0.017447199265381085,1,0.024390243902439025
"8-Gatsu, Hirunaka no Nagareboshi to Hikouki-Gumo",Scarsdale,19,0.017447199265381085,1,0.024390243902439025
Otonoba Chukan Shiken,Scarsdale,22,0.020202020202020204,1,0.024390243902439025
Friday Novels,Scarsdale,19,0.017447199265381085,1,0.024390243902439025
"Minority Report (darling, I love you)",Scarsdale,19,0.017447199265381085,1,0.024390243902439025
Kimi wa Tomodachi,Scarsdale,19,0.017447199265381085,1,0.024390243902439025
Pandemic Sudden Death,Scarsdale,19,0.017447199265381085,1,0.024390243902439025
Atorakushon ga Hajimaru (they call it “NO.6”),Scarsdale,19,0.017447199265381085,1,0.024390243902439025
Anti-Trendy Club,Atorakushon ga Hajimaru (they call it “NO.6”),6,0.005509641873278237,1,0.024390243902439025
RUNNERS HIGH REPRISE,Seihitsu Kanbi Akigure Jojou,1,0.0009182736455463728,1,0.024390243902439025
Mizu to Ame ni Tsuite,Nano Size Skywalk,11,0.010101010101010102,1,0.024390243902439025
23:25,5-bu-go no Stardust,7,0.006427915518824609,1,0.024390243902439025
Toushindai no Chikyu,over driver,1,0.0009182736455463728,1,0.024390243902439025
5-bu-go no Stardust,Scarsdale,2,0.0018365472910927456,1,0.024390243902439025
Kirai = Kirai,cody beats,16,0.014692378328741965,1,0.024390243902439025
Bachigai Hummingbird,kaleido proud fiesta,31,0.028466483011937556,1,0.024390243902439025
BUSTER DICE MISERY,Sugar Song to Bitter Step,63,0.05785123966942149,1,0.024390243902439025
BUSTER DICE MISERY,Bachigai Hummingbird,53,0.048668503213957756,1,0.024390243902439025
Own Civilization (nano‐mile met),Tengoku to Jigoku,2,0.0018365472910927456,1,0.024390243902439025
Sayonara Summer Time Machine,Why I'm Me,10,0.009182736455463728,1,0.024390243902439025
Sayonara Summer Time Machine,Sugar Song to Bitter Step,11,0.010101010101010102,1,0.024390243902439025
Nani ka ga Kawari So,Sayonara Summer Time Machine,14,0.012855831037649219,1,0.024390243902439025
Pandemic Sudden Death,Sayonara Summer Time Machine,10,0.009182736455463728,1,0.024390243902439025
1/6 no Yume Tabibito 2002,Sayonara Summer Time Machine,10,0.009182736455463728,1,0.024390243902439025
Sayonara Summer Time Machine,Yoru ga Yureteiru,10,0.009182736455463728,1,0.024390243902439025
Ride on Time,Sakura no Ato (all quartets lead to the?),21,0.01928374655647383,1,0.024390243902439025
Otonoba Chukan Shiken,Sayonara Summer Time Machine,11,0.010101010101010102,1,0.024390243902439025
Hanabi,Sayonara Summer Time Machine,10,0.009182736455463728,1,0.024390243902439025
Instrumental Jam,Pandemic Sudden Death,5,0.004591368227731864,1,0.024390243902439025
Sayonara Summer Time Machine,Siren in the Spy,15,0.013774104683195593,1,0.024390243902439025
Pandemic Sudden Death,Ride on Time,4,0.0036730945821854912,1,0.024390243902439025
Cheap Cheap Endroll,Sekai wa Fancy,28,0.025711662075298437,1,0.024390243902439025
Nani ka ga Kawari So,Why I'm Me,10,0.009182736455463728,1,0.024390243902439025
Kirai = Kirai,Scarsdale,21,0.01928374655647383,1,0.024390243902439025
Hakoniwa Rock Show,over driver,4,0.0036730945821854912,1,0.024390243902439025
Sakura no Ato (all quartets lead to the?),Sekai wa Fancy,11,0.010101010101010102,1,0.024390243902439025
5-bu-go no Stardust,Kirai = Kirai,2,0.0018365472910927456,1,0.024390243902439025
Otona Blue,Sangatsu Monogatari,11,0.010101010101010102,1,0.024390243902439025
Mizu to Ame ni Tsuite,Sangatsu Monogatari,11,0.010101010101010102,1,0.024390243902439025
Signal ABC,harmonized finale,11,0.010101010101010102,1,0.024390243902439025
Otona Blue,Signal ABC,11,0.010101010101010102,1,0.024390243902439025
Mizu to Ame ni Tsuite,Signal ABC,11,0.010101010101010102,1,0.024390243902439025
Snow Reverse,harmonized finale,11,0.010101010101010102,1,0.024390243902439025
Otona Blue,Snow Reverse,11,0.010101010101010102,1,0.024390243902439025
"Majority Report (darling, I love you)",Miss. Sandy,48,0.0440771349862259,1,0.024390243902439025
Otona Blue,harmonized finale,11,0.010101010101010102,1,0.024390243902439025
Mizu to Ame ni Tsuite,harmonized finale,12,0.011019283746556474,1,0.024390243902439025
Mizu to Ame ni Tsuite,Otona Blue,11,0.010101010101010102,1,0.024390243902439025
"Majority Report (darling, I love you)",Nani ka ga Kawari So,13,0.011937557392102846,1,0.024390243902439025
"Majority Report (darling, I love you)",mix juice no Iutouri,48,0.0440771349862259,1,0.024390243902439025
BUSTER DICE MISERY,"Majority Report (darling, I love you)",49,0.04499540863177227,1,0.024390243902439025
Counter Identity,over driver,5,0.004591368227731864,1,0.024390243902439025
Cheap Cheap Endroll,"Majority Report (darling, I love you)",48,0.0440771349862259,1,0.024390243902439025
Chandelier Waltz,"Majority Report (darling, I love you)",50,0.04591368227731864,1,0.024390243902439025
Clover,over driver,5,0.004591368227731864,1,0.024390243902439025
Friday Novels,"Majority Report (darling, I love you)",48,0.0440771349862259,1,0.024390243902439025
"Majority Report (darling, I love you)",Otonoba Chukan Shiken,49,0.04499540863177227,1,0.024390243902439025
"8-Gatsu, Hirunaka no Nagareboshi to Hikouki-Gumo","Majority Report (darling, I love you)",48,0.0440771349862259,1,0.024390243902439025
Pandemic Sudden Death,Why I'm Me,10,0.009182736455463728,1,0.024390243902439025
Scarsdale,Sekai wa Fancy,21,0.01928374655647383,1,0.024390243902439025
Chaos ga Kiwamaru,RUNNERS HIGH REPRISE,1,0.0009182736455463728,1,0.024390243902439025
Sayonara Dai Kyu Wakusei,Sora no Tobikata,9,0.008264462809917356,1,0.024390243902439025
Seku x Kara x Shisonzuuru,Yoru ga Yureteiru,10,0.009182736455463728,1,0.024390243902439025
Mizu to Ame ni Tsuite,Ryusei Kouro,13,0.011937557392102846,1,0.024390243902439025
Ryusei Kouro,Sayonara Dai Kyu Wakusei,16,0.014692378328741965,1,0.024390243902439025
Another World,Ryusei Kouro,10,0.009182736455463728,1,0.024390243902439025
Hakoniwa Rock Show,Ryusei Kouro,17,0.015610651974288337,1,0.024390243902439025
Otonoba Chukan Shiken,Seku x Kara x Shisonzuuru,11,0.010101010101010102,1,0.024390243902439025
Ryusei Kouro,Searchlight,8,0.0073461891643709825,1,0.024390243902439025
Ryusei Kouro,Sora no Tobikata,6,0.005509641873278237,1,0.024390243902439025
Searchlight,Sentimental Period,21,0.01928374655647383,1,0.024390243902439025
Hanabi,Seku x Kara x Shisonzuuru,10,0.009182736455463728,1,0.024390243902439025
Ryusei Kouro,Sentimental Period,18,0.01652892561983471,1,0.024390243902439025
Anti-Trendy Club,Sakura no Ato (all quartets lead to the?),10,0.009182736455463728,1,0.024390243902439025
Cheap Cheap Endroll,Shoegazer Speaker,2,0.0018365472910927456,1,0.024390243902439025
Seku x Kara x Shisonzuuru,Siren in the Spy,11,0.010101010101010102,1,0.024390243902439025
Cheap Cheap Endroll,Instrumental Jam,13,0.011937557392102846,1,0.024390243902439025
Anti-Trendy Club,Cheap Cheap Endroll,1,0.0009182736455463728,1,0.024390243902439025
Sugar Song to Bitter Step,Tasogare in the Spy,29,0.02662993572084481,1,0.024390243902439025
Slow Curve wa Utenai (that made me crazy),Tengoku to Jigoku,26,0.023875114784205693,1,0.024390243902439025
Phantom Joke,Tengoku to Jigoku,29,0.02662993572084481,1,0.024390243902439025
Anti-Trendy Club,RUNNERS HIGH REPRISE,1,0.0009182736455463728,1,0.024390243902439025
Cheap Cheap Endroll,RUNNERS HIGH REPRISE,1,0.0009182736455463728,1,0.024390243902439025
Another World,Sora no Tobikata,5,0.004591368227731864,1,0.024390243902439025
1/6 no Yume Tabibito 2002,Seku x Kara x Shisonzuuru,10,0.009182736455463728,1,0.024390243902439025
Kimi no Hitomi ni Koishi Tenai,Scarsdale,6,0.005509641873278237,1,0.024390243902439025
Mizu to Ame ni Tsuite,Searchlight,9,0.008264462809917356,1,0.024390243902439025
Seku x Kara x Shisonzuuru,Why I'm Me,10,0.009182736455463728,1,0.024390243902439025
Orion wo Nazoru,Sekai wa Fancy,43,0.03948576675849403,1,0.024390243902439025
MR. Andy,Tengoku to Jigoku,16,0.014692378328741965,1,0.024390243902439025
Seku x Kara x Shisonzuuru,Sugar Song to Bitter Step,12,0.011019283746556474,1,0.024390243902439025
Love Song wa Totsuzen ni? ~What is the name of that mystery??~,Nani ka ga Kawari So,10,0.009182736455463728,1,0.024390243902439025
1/6 no Yume Tabibito 2002,Nani ka ga Kawari So,10,0.009182736455463728,1,0.024390243902439025
Nani ka ga Kawari So,Yoru ga Yureteiru,10,0.009182736455463728,1,0.024390243902439025
Boku wa Kimi ni Naritai,Nani ka ga Kawari So,10,0.009182736455463728,1,0.024390243902439025
Nani ka ga Kawari So,Signal ABC,14,0.012855831037649219,1,0.024390243902439025
Hanabi,Nani ka ga Kawari So,10,0.009182736455463728,1,0.024390243902439025
Nani ka ga Kawari So,Seku x Kara x Shisonzuuru,10,0.009182736455463728,1,0.024390243902439025
Love Song wa Totsuzen ni? ~What is the name of that mystery??~,Pandemic Sudden Death,10,0.009182736455463728,1,0.024390243902439025
1/6 no Yume Tabibito 2002,Pandemic Sudden Death,10,0.009182736455463728,1,0.024390243902439025
Pandemic Sudden Death,Yoru ga Yureteiru,10,0.009182736455463728,1,0.024390243902439025
Boku wa Kimi ni Naritai,Pandemic Sudden Death,10,0.009182736455463728,1,0.024390243902439025
Pandemic Sudden Death,Signal ABC,10,0.009182736455463728,1,0.024390243902439025
Hanabi,Pandemic Sudden Death,10,0.009182736455463728,1,0.024390243902439025
Full Color Program,Pandemic Sudden Death,13,0.011937557392102846,1,0.024390243902439025
Pandemic Sudden Death,Siren in the Spy,11,0.010101010101010102,1,0.024390243902439025
Pandemic Sudden Death,Seku x Kara x Shisonzuuru,10,0.009182736455463728,1,0.024390243902439025
Another World,Sayonara Dai Kyu Wakusei,16,0.014692378328741965,1,0.024390243902439025
Otonoba Chukan Shiken,Toushindai no Chikyu,48,0.0440771349862259,1,0.024390243902439025
Messenger From Zen Sekai,harmonized finale,11,0.010101010101010102,1,0.024390243902439025
Friday Novels,Linear Blue wo Kikinagara,21,0.01928374655647383,1,0.024390243902439025
Chaos ga Kiwamaru,Nagareboshi wo Uchi Otose,15,0.013774104683195593,1,0.024390243902439025
Fiction Freak Crisis,Nagareboshi wo Uchi Otose,13,0.011937557392102846,1,0.024390243902439025
Nagareboshi wo Uchi Otose,Sugar Song to Bitter Step,22,0.020202020202020204,1,0.024390243902439025
Kimi wa Iiko,Signal ABC,6,0.005509641873278237,1,0.024390243902439025
Chaos ga Kiwamaru,Full Color Program,23,0.021120293847566574,1,0.024390243902439025
Hakoniwa Rock Show,Hatch I need,12,0.011019283746556474,1,0.024390243902439025
Chandelier Waltz,Hatch I need,13,0.011937557392102846,1,0.024390243902439025
"10% roll, 10% romance",Hatch I need,12,0.011019283746556474,1,0.024390243902439025
Hatch I need,Sanpo Saki My Life,13,0.011937557392102846,1,0.024390243902439025
Hatch I need,cody beats,12,0.011019283746556474,1,0.024390243902439025
Chaos ga Kiwamaru,Hatch I need,20,0.018365472910927456,1,0.024390243902439025
5-bu-go no Stardust,Hatch I need,12,0.011019283746556474,1,0.024390243902439025
Fiction Freak Crisis,Hatch I need,13,0.011937557392102846,1,0.024390243902439025
Nonfiction Compass,sangatsu monogatari,6,0.005509641873278237,1,0.024390243902439025
Kimi wa Iiko,Nonfiction Compass,6,0.005509641873278237,1,0.024390243902439025
Hakoniwa Rock Show,Kimi no Hitomi ni Koishi Tenai,15,0.013774104683195593,1,0.024390243902439025
Chaos ga Kiwamaru,Hakoniwa Rock Show,13,0.011937557392102846,1,0.024390243902439025
Fiction Freak Crisis,Hakoniwa Rock Show,13,0.011937557392102846,1,0.024390243902439025
Chandelier Waltz,Fiction Freak Crisis,16,0.014692378328741965,1,0.024390243902439025
Cheap Cheap Endroll,cody beats,12,0.011019283746556474,1,0.024390243902439025
"10% roll, 10% romance",cody beats,13,0.011937557392102846,1,0.024390243902439025
Snow Loop,sangatsu monogatari,6,0.005509641873278237,1,0.024390243902439025
5-bu-go no Stardust,Nagareboshi wo Uchi Otose,12,0.011019283746556474,1,0.024390243902439025
Kimi no Hitomi ni Koishi Tenai,Nagareboshi wo Uchi Otose,16,0.014692378328741965,1,0.024390243902439025
Fiction Freak Crisis,kaleido proud fiesta,14,0.012855831037649219,1,0.024390243902439025
Nagareboshi wo Uchi Otose,cody beats,12,0.011019283746556474,1,0.024390243902439025
"10% roll, 10% romance",Houkago Marriage,12,0.011019283746556474,1,0.024390243902439025
Houkago Marriage,Sanpo Saki My Life,12,0.011019283746556474,1,0.024390243902439025
Houkago Marriage,cody beats,12,0.011019283746556474,1,0.024390243902439025
5-bu-go no Stardust,Houkago Marriage,12,0.011019283746556474,1,0.024390243902439025
Fiction Freak Crisis,Houkago Marriage,12,0.011019283746556474,1,0.024390243902439025
Houkago Marriage,Sakura no Ato (all quartets lead to the?),12,0.011019283746556474,1,0.024390243902439025
Nagareboshi wo Uchi Otose,Slow Curve wa Utenai (that made me crazy),12,0.011019283746556474,1,0.024390243902439025
Full Color Program,Slow Curve wa Utenai (that made me crazy),14,0.012855831037649219,1,0.024390243902439025
Hakoniwa Rock Show,Slow Curve wa Utenai (that made me crazy),12,0.011019283746556474,1,0.024390243902439025
Chandelier Waltz,Slow Curve wa Utenai (that made me crazy),13,0.011937557392102846,1,0.024390243902439025
Cheap Cheap Endroll,Slow Curve wa Utenai (that made me crazy),12,0.011019283746556474,1,0.024390243902439025
Slow Curve wa Utenai (that made me crazy),kaleido proud fiesta,16,0.014692378328741965,1,0.024390243902439025
Sanpo Saki My Life,Slow Curve wa Utenai (that made me crazy),13,0.011937557392102846,1,0.024390243902439025
Slow Curve wa Utenai (that made me crazy),cody beats,12,0.011019283746556474,1,0.024390243902439025
5-bu-go no Stardust,Slow Curve wa Utenai (that made me crazy),12,0.011019283746556474,1,0.024390243902439025
Hatch I need,Nagareboshi wo Uchi Otose,15,0.013774104683195593,1,0.024390243902439025
Signal ABC,sangatsu monogatari,6,0.005509641873278237,1,0.024390243902439025
Cheap Cheap Endroll,Nagareboshi wo Uchi Otose,12,0.011019283746556474,1,0.024390243902439025
"10% roll, 10% romance",Nagareboshi wo Uchi Otose,14,0.012855831037649219,1,0.024390243902439025
Nagareboshi wo Uchi Otose,kaleido proud fiesta,13,0.011937557392102846,1,0.024390243902439025
Nagareboshi wo Uchi Otose,Sanpo Saki My Life,12,0.011019283746556474,1,0.024390243902439025
cody beats,kaleido proud fiesta,12,0.011019283746556474,1,0.024390243902439025
Kimi no Hitomi ni Koishi Tenai,Sanpo Saki My Life,15,0.013774104683195593,1,0.024390243902439025
Hakoniwa Rock Show,Houkago Marriage,12,0.011019283746556474,1,0.024390243902439025
MIDNIGHT JUNGLE,Miss. Sandy,10,0.009182736455463728,1,0.024390243902439025
Love Song wa Totsuzen ni? ~What is the name of that mystery??~,sangatsu monogatari,6,0.005509641873278237,1,0.024390243902439025
Kimi wa Iiko,Love Song wa Totsuzen ni? ~What is the name of that mystery??~,8,0.0073461891643709825,1,0.024390243902439025
5-bu-go no Stardust,UNO Story,4,0.0036730945821854912,1,0.024390243902439025
UNO Story,flat song,2,0.0018365472910927456,1,0.024390243902439025
Koko de Atta ga Kemonomichi,UNO Story,4,0.0036730945821854912,1,0.024390243902439025
Santa Claus wa Juutai-chuu,UNO Story,4,0.0036730945821854912,1,0.024390243902439025
Drum Solo,Yoru ga Yureteiru,7,0.006427915518824609,1,0.024390243902439025
Mikazuki no Yoru no Mannaka,UNO Story,2,0.0018365472910927456,1,0.024390243902439025
UNO Story,over driver,4,0.0036730945821854912,1,0.024390243902439025
UNO Story,sangatsu monogatari,1,0.0009182736455463728,1,0.024390243902439025
Sawarenai Uta,UNO Story,2,0.0018365472910927456,1,0.024390243902439025
Little Time Stop,UNO Story,2,0.0018365472910927456,1,0.024390243902439025
"I wanna believe, Yoru o Iku",UNO Story,2,0.0018365472910927456,1,0.024390243902439025
Kimi wa Iiko,UNO Story,3,0.0027548209366391185,1,0.024390243902439025
Pistol Galaxy,UNO Story,2,0.0018365472910927456,1,0.024390243902439025
Seku x Kara x Shisonzuuru,UNO Story,4,0.0036730945821854912,1,0.024390243902439025
Gyakuten Sayonara,UNO Story,2,0.0018365472910927456,1,0.024390243902439025
Micro Paradiso!,UNO Story,4,0.0036730945821854912,1,0.024390243902439025
Nonfiction Compass,UNO Story,2,0.0018365472910927456,1,0.024390243902439025
Snow Loop,UNO Story,2,0.0018365472910927456,1,0.024390243902439025
Radial Night Chaser,UNO Story,4,0.0036730945821854912,1,0.024390243902439025
Kimi wa Iiko,Radial Night Chaser,8,0.0073461891643709825,1,0.024390243902439025
MIDNIGHT JUNGLE,Pandemic Sudden Death,10,0.009182736455463728,1,0.024390243902439025
Chaos ga Kiwamaru,Sanpo Saki My Life,14,0.012855831037649219,1,0.024390243902439025
Kimi wa Tomodachi,MIDNIGHT JUNGLE,10,0.009182736455463728,1,0.024390243902439025
Fiction Freak Crisis,Sanpo Saki My Life,12,0.011019283746556474,1,0.024390243902439025
Sakura no Ato (all quartets lead to the?),Sanpo Saki My Life,22,0.020202020202020204,1,0.024390243902439025
Kimi wa Iiko,Snow Loop,6,0.005509641873278237,1,0.024390243902439025
Kimi no Hitomi ni Koishi Tenai,cody beats,14,0.012855831037649219,1,0.024390243902439025
Chaos ga Kiwamaru,cody beats,12,0.011019283746556474,1,0.024390243902439025
Fiction Freak Crisis,cody beats,12,0.011019283746556474,1,0.024390243902439025
5-bu-go no Stardust,Kimi no Hitomi ni Koishi Tenai,12,0.011019283746556474,1,0.024390243902439025
5-bu-go no Stardust,Chaos ga Kiwamaru,12,0.011019283746556474,1,0.024390243902439025
5-bu-go no Stardust,Fiction Freak Crisis,12,0.011019283746556474,1,0.024390243902439025
5-bu-go no Stardust,Sakura no Ato (all quartets lead to the?),13,0.011937557392102846,1,0.024390243902439025
Coffee Cup Syndrome,Sanpo Saki My Life,9,0.008264462809917356,1,0.024390243902439025
Clover,Coffee Cup Syndrome,8,0.0073461891643709825,1,0.024390243902439025
Coffee Cup Syndrome,"Nigatsu, Hakuchu no Nagareboshi to Hikoukigumo",4,0.0036730945821854912,1,0.024390243902439025
MIDNIGHT JUNGLE,"Majority Report (darling, I love you)",10,0.009182736455463728,1,0.024390243902439025
Aerial Alien,MIDNIGHT JUNGLE,12,0.011019283746556474,1,0.024390243902439025
"8-Gatsu, Hirunaka no Nagareboshi to Hikouki-Gumo",MIDNIGHT JUNGLE,10,0.009182736455463728,1,0.024390243902439025
MIDNIGHT JUNGLE,Otonoba Chukan Shiken,11,0.010101010101010102,1,0.024390243902439025
Friday Novels,MIDNIGHT JUNGLE,11,0.010101010101010102,1,0.024390243902439025
Linear Blue wo Kikinagara,MIDNIGHT JUNGLE,7,0.006427915518824609,1,0.024390243902439025
Chandelier Waltz,MIDNIGHT JUNGLE,10,0.009182736455463728,1,0.024390243902439025
Radial Night Chaser,sangatsu monogatari,6,0.005509641873278237,1,0.024390243902439025
Cheap Cheap Endroll,Houkago Marriage,12,0.011019283746556474,1,0.024390243902439025
Hatch I need,Houkago Marriage,12,0.011019283746556474,1,0.024390243902439025
Cheap Cheap Endroll,Deirai Kyousou Gakudan,25,0.02295684113865932,1,0.024390243902439025
Pistol Galaxy,sangatsu monogatari,6,0.005509641873278237,1,0.024390243902439025
Natsukage Tail Light,Tettoutetsubi Yonayona Drive,17,0.015610651974288337,1,0.024390243902439025
Kimi wa Tomodachi,Natsukage Tail Light,17,0.015610651974288337,1,0.024390243902439025
Clover,Natsukage Tail Light,18,0.01652892561983471,1,0.024390243902439025
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,Natsukage Tail Light,17,0.015610651974288337,1,0.024390243902439025
Natsukage Tail Light,Serenade ga Tomaranai,17,0.015610651974288337,1,0.024390243902439025
Seku x Kara x Shisonzuuru,sangatsu monogatari,6,0.005509641873278237,1,0.024390243902439025
Fiction Freak Crisis,Natsukage Tail Light,18,0.01652892561983471,1,0.024390243902439025
Natsukage Tail Light,harmonized finale,17,0.015610651974288337,1,0.024390243902439025
Full Color Program,Natsukage Tail Light,18,0.01652892561983471,1,0.024390243902439025
Clover,Kimi wa Tomodachi,17,0.015610651974288337,1,0.024390243902439025
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,Kimi wa Tomodachi,17,0.015610651974288337,1,0.024390243902439025
Kimi wa Iiko,Seku x Kara x Shisonzuuru,8,0.0073461891643709825,1,0.024390243902439025
Kimi wa Tomodachi,Sekai wa Fancy,17,0.015610651974288337,1,0.024390243902439025
Kimi wa Tomodachi,Phantom Joke,17,0.015610651974288337,1,0.024390243902439025
Fiction Freak Crisis,Kimi wa Tomodachi,17,0.015610651974288337,1,0.024390243902439025
Kimi wa Tomodachi,harmonized finale,18,0.01652892561983471,1,0.024390243902439025
Clover,Sekai wa Fancy,18,0.01652892561983471,1,0.024390243902439025
Clover,Phantom Joke,17,0.015610651974288337,1,0.024390243902439025
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,Serenade ga Tomaranai,17,0.015610651974288337,1,0.024390243902439025
Gyakuten Sayonara,sangatsu monogatari,6,0.005509641873278237,1,0.024390243902439025
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,Sekai wa Fancy,17,0.015610651974288337,1,0.024390243902439025
Kimi wa Iiko,Pistol Galaxy,6,0.005509641873278237,1,0.024390243902439025
"I wanna believe, Yoru o Iku",Kimi wa Iiko,6,0.005509641873278237,1,0.024390243902439025
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,Fiction Freak Crisis,19,0.017447199265381085,1,0.024390243902439025
Kimi wa Iiko,Little Time Stop,6,0.005509641873278237,1,0.024390243902439025
Little Time Stop,sangatsu monogatari,6,0.005509641873278237,1,0.024390243902439025
Sawarenai Uta,sangatsu monogatari,6,0.005509641873278237,1,0.024390243902439025
"I wanna believe, Yoru o Iku",sangatsu monogatari,6,0.005509641873278237,1,0.024390243902439025
over driver,sangatsu monogatari,6,0.005509641873278237,1,0.024390243902439025
Snow Reverse,sangatsu monogatari,6,0.005509641873278237,1,0.024390243902439025
Mikazuki no Yoru no Mannaka,sangatsu monogatari,6,0.005509641873278237,1,0.024390243902439025
Santa Claus wa Juutai-chuu,sangatsu monogatari,6,0.005509641873278237,1,0.024390243902439025
