曲A,曲B,演奏公演数,全公演割合,演奏ツアー数,全ツアー割合
Drum Solo,Haru ga Kite Bokura,31,0.028466483011937556,2,0.04878048780487805
Clover,Instrumental Jam,18,0.01652892561983471,2,0.04878048780487805
Clover,Drum Solo,28,0.025711662075298437,2,0.04878048780487805
Drum Solo,Orchestra o Mi ni Ikou,29,0.02662993572084481,2,0.04878048780487805
"10% roll, 10% romance",Full Color Program,47,0.04315886134067952,2,0.04878048780487805
Full Color Program,mix juice no Iutouri,49,0.04499540863177227,2,0.04878048780487805
"Minority Report (darling, I love you)",Sugar Song to Bitter Step,49,0.04499540863177227,2,0.04878048780487805
"Minority Report (darling, I love you)",Sakura no Ato (all quartets lead to the?),49,0.04499540863177227,2,0.04878048780487805
Full Color Program,Instrumental Jam,18,0.01652892561983471,2,0.04878048780487805
Drum Solo,Full Color Program,31,0.028466483011937556,2,0.04878048780487805
"10% roll, 10% romance",Own Civilization (nano‐mile met),57,0.05234159779614325,2,0.04878048780487805
"Minority Report (darling, I love you)",Toushindai no Chikyu,48,0.0440771349862259,2,0.04878048780487805
Instrumental Jam,Own Civilization (nano‐mile met),18,0.01652892561983471,2,0.04878048780487805
Drum Solo,Own Civilization (nano‐mile met),28,0.025711662075298437,2,0.04878048780487805
"10% roll, 10% romance",Bachigai Hummingbird,65,0.05968778696051423,2,0.04878048780487805
"10% roll, 10% romance",mix juice no Iutouri,36,0.03305785123966942,2,0.04878048780487805
"10% roll, 10% romance",Instrumental Jam,21,0.01928374655647383,2,0.04878048780487805
"Minority Report (darling, I love you)",Tettoutetsubi Yonayona Drive,49,0.04499540863177227,2,0.04878048780487805
"10% roll, 10% romance",Drum Solo,44,0.04040404040404041,2,0.04878048780487805
"10% roll, 10% romance",Fiction Freak Crisis,49,0.04499540863177227,2,0.04878048780487805
Orchestra o Mi ni Ikou,mix juice no Iutouri,34,0.031221303948576674,2,0.04878048780487805
Atorakushon ga Hajimaru (they call it “NO.6”),Kimi wa Tomodachi,48,0.0440771349862259,2,0.04878048780487805
Kimi wa Tomodachi,Sugar Song to Bitter Step,49,0.04499540863177227,2,0.04878048780487805
Drum Solo,Toushindai no Chikyu,54,0.049586776859504134,2,0.04878048780487805
Galileo no Showcase,Orchestra o Mi ni Ikou,44,0.04040404040404041,2,0.04878048780487805
Linear Blue wo Kikinagara,Sentimental Period,35,0.03213957759412305,2,0.04878048780487805
"10% roll, 10% romance",Galileo no Showcase,36,0.03305785123966942,2,0.04878048780487805
Galileo no Showcase,mix juice no Iutouri,45,0.04132231404958678,2,0.04878048780487805
Slow Curve wa Utenai (that made me crazy),Sugar Song to Bitter Step,38,0.03489439853076217,2,0.04878048780487805
Chaos ga Kiwamaru,Fiction Freak Crisis,15,0.013774104683195593,2,0.04878048780487805
Galileo no Showcase,fake town baby,46,0.04224058769513315,2,0.04878048780487805
Pandemic Sudden Death,Ryusei no Squall,35,0.03213957759412305,2,0.04878048780487805
Nani ka ga Kawari So,Pandemic Sudden Death,24,0.02203856749311295,2,0.04878048780487805
Dizzy Trickster,Drum Solo,28,0.025711662075298437,2,0.04878048780487805
Full Color Program,Invisible Sensation,39,0.03581267217630854,2,0.04878048780487805
Drum Solo,Miss. Sandy,52,0.047750229568411386,2,0.04878048780487805
Childhood Supernova,Yoru ga Yureteiru,14,0.012855831037649219,2,0.04878048780487805
Nani ka ga Kawari So,Sugar Song to Bitter Step,40,0.03673094582185491,2,0.04878048780487805
Messenger From Zen Sekai,Pandemic Sudden Death,11,0.010101010101010102,2,0.04878048780487805
"10% roll, 10% romance",Orchestra o Mi ni Ikou,35,0.03213957759412305,2,0.04878048780487805
Chaos ga Kiwamaru,Numbness like a ginger,39,0.03581267217630854,2,0.04878048780487805
Aerial Alien,Kimi wa Tomodachi,48,0.0440771349862259,2,0.04878048780487805
Numbness like a ginger,Space Shuttle Lullaby,35,0.03213957759412305,2,0.04878048780487805
Galileo no Showcase,RUNNERS HIGH REPRISE,14,0.012855831037649219,2,0.04878048780487805
Atorakushon ga Hajimaru (they call it “NO.6”),Chaos ga Kiwamaru,13,0.011937557392102846,2,0.04878048780487805
Atorakushon ga Hajimaru (they call it “NO.6”),Galileo no Showcase,18,0.01652892561983471,2,0.04878048780487805
Serenade ga Tomaranai,Sugar Song to Bitter Step,22,0.020202020202020204,2,0.04878048780487805
City peel,kaleido proud fiesta,30,0.027548209366391185,2,0.04878048780487805
Chaos ga Kiwamaru,City peel,32,0.02938475665748393,2,0.04878048780487805
City peel,Instrumental Jam,28,0.025711662075298437,2,0.04878048780487805
Orion wo Nazoru,Phantom Joke,32,0.02938475665748393,2,0.04878048780487805
Bachigai Hummingbird,RUNNERS HIGH REPRISE,4,0.0036730945821854912,2,0.04878048780487805
Cheap Cheap Endroll,Pandemic Sudden Death,50,0.04591368227731864,2,0.04878048780487805
Galileo no Showcase,Pandemic Sudden Death,39,0.03581267217630854,2,0.04878048780487805
Sawarenai Uta,Shoegazer Speaker,26,0.023875114784205693,2,0.04878048780487805
Cheap Cheap Endroll,Sawarenai Uta,2,0.0018365472910927456,2,0.04878048780487805
Orion wo Nazoru,RUNNERS HIGH REPRISE,25,0.02295684113865932,2,0.04878048780487805
Orion wo Nazoru,meet the world time,13,0.011937557392102846,2,0.04878048780487805
Orion wo Nazoru,mouth to mouse(sent you),23,0.021120293847566574,2,0.04878048780487805
Fiction Freak Crisis,fake town baby,51,0.046831955922865015,2,0.04878048780487805
Aerial Alien,Sakura no Ato (all quartets lead to the?),55,0.050505050505050504,2,0.04878048780487805
Atorakushon ga Hajimaru (they call it “NO.6”),Cheap Cheap Endroll,50,0.04591368227731864,2,0.04878048780487805
RUNNERS HIGH REPRISE,Sugar Song to Bitter Step,31,0.028466483011937556,2,0.04878048780487805
Another World,Galileo no Showcase,18,0.01652892561983471,2,0.04878048780487805
Kirai = Kirai,Orion wo Nazoru,28,0.025711662075298437,2,0.04878048780487805
Galileo no Showcase,Searchlight,19,0.017447199265381085,2,0.04878048780487805
Searchlight,Sora no Tobikata,9,0.008264462809917356,2,0.04878048780487805
Yoru ga Yureteiru,crazy birthday,36,0.03305785123966942,2,0.04878048780487805
RUNNERS HIGH REPRISE,mouth to mouse(sent you),21,0.01928374655647383,2,0.04878048780487805
Toushindai no Chikyu,Yoru ga Yureteiru,18,0.01652892561983471,2,0.04878048780487805
Anti-Trendy Club,Koisuru Wakusei,41,0.03764921946740129,2,0.04878048780487805
Messenger From Zen Sekai,mouth to mouse(sent you),13,0.011937557392102846,2,0.04878048780487805
Sawarenai Uta,mouth to mouse(sent you),14,0.012855831037649219,2,0.04878048780487805
Mizu to Ame ni Tsuite,Sentimental Period,72,0.06611570247933884,2,0.04878048780487805
Sayonara Dai Kyu Wakusei,Sentimental Period,51,0.046831955922865015,2,0.04878048780487805
Koisuru Wakusei,kaleido proud fiesta,48,0.0440771349862259,2,0.04878048780487805
Chaos ga Kiwamaru,Koisuru Wakusei,50,0.04591368227731864,2,0.04878048780487805
Chaos ga Kiwamaru,Cheap Cheap Endroll,15,0.013774104683195593,2,0.04878048780487805
Cheap Cheap Endroll,Galileo no Showcase,26,0.023875114784205693,2,0.04878048780487805
Cheap Cheap Endroll,Seihitsu Kanbi Akigure Jojou,28,0.025711662075298437,2,0.04878048780487805
RUNNERS HIGH REPRISE,Shoegazer Speaker,27,0.024793388429752067,2,0.04878048780487805
Koisuru Wakusei,Space Shuttle Lullaby,42,0.03856749311294766,2,0.04878048780487805
Aerial Alien,Cheap Cheap Endroll,51,0.046831955922865015,2,0.04878048780487805
City peel,Sugar Song to Bitter Step,32,0.02938475665748393,2,0.04878048780487805
Kimi no Hitomi ni Koishi Tenai,Silent Libre Mirage,25,0.02295684113865932,2,0.04878048780487805
Aerial Alien,Pandemic Sudden Death,50,0.04591368227731864,2,0.04878048780487805
Bachigai Hummingbird,Kimi no Hitomi ni Koishi Tenai,55,0.050505050505050504,2,0.04878048780487805
Kimi no Hitomi ni Koishi Tenai,MIDNIGHT JUNGLE,53,0.048668503213957756,2,0.04878048780487805
Atorakushon ga Hajimaru (they call it “NO.6”),MIDNIGHT JUNGLE,26,0.023875114784205693,2,0.04878048780487805
Phantom Joke,kaleido proud fiesta,41,0.03764921946740129,2,0.04878048780487805
Atorakushon ga Hajimaru (they call it “NO.6”),Toushindai no Chikyu,65,0.05968778696051423,2,0.04878048780487805
Anti-Trendy Club,Shoegazer Speaker,23,0.021120293847566574,2,0.04878048780487805
Anti-Trendy Club,Sugar Song to Bitter Step,37,0.03397612488521579,2,0.04878048780487805
Atorakushon ga Hajimaru (they call it “NO.6”),fake town baby,18,0.01652892561983471,2,0.04878048780487805
Atorakushon ga Hajimaru (they call it “NO.6”),crazy birthday,18,0.01652892561983471,2,0.04878048780487805
Anti-Trendy Club,Space Shuttle Lullaby,43,0.03948576675849403,2,0.04878048780487805
MIDNIGHT JUNGLE,Toushindai no Chikyu,26,0.023875114784205693,2,0.04878048780487805
Chaos ga Kiwamaru,Phantom Joke,42,0.03856749311294766,2,0.04878048780487805
Instrumental Jam,Phantom Joke,46,0.04224058769513315,2,0.04878048780487805
Fiction Freak Crisis,MIDNIGHT JUNGLE,49,0.04499540863177227,2,0.04878048780487805
Little Time Stop,over driver,32,0.02938475665748393,2,0.04878048780487805
Phantom Joke,Space Shuttle Lullaby,35,0.03213957759412305,2,0.04878048780487805
Anti-Trendy Club,Seihitsu Kanbi Akigure Jojou,30,0.027548209366391185,2,0.04878048780487805
Sakura no Ato (all quartets lead to the?),Silent Libre Mirage,29,0.02662993572084481,2,0.04878048780487805
Atorakushon ga Hajimaru (they call it “NO.6”),Fiction Freak Crisis,17,0.015610651974288337,2,0.04878048780487805
Space Shuttle Lullaby,Tettoutetsubi Yonayona Drive,35,0.03213957759412305,2,0.04878048780487805
Instrumental Jam,Shoegazer Speaker,26,0.023875114784205693,2,0.04878048780487805
Millennium Happy Chainsaw Edge,Tettoutetsubi Yonayona Drive,23,0.021120293847566574,2,0.04878048780487805
Nihil Pip Viper,Space Shuttle Lullaby,35,0.03213957759412305,2,0.04878048780487805
Millennium Happy Chainsaw Edge,Seihitsu Kanbi Akigure Jojou,23,0.021120293847566574,2,0.04878048780487805
Space Shuttle Lullaby,Sugar Song to Bitter Step,38,0.03489439853076217,2,0.04878048780487805
Millennium Happy Chainsaw Edge,Space Shuttle Lullaby,42,0.03856749311294766,2,0.04878048780487805
Millennium Happy Chainsaw Edge,Sugar Song to Bitter Step,30,0.027548209366391185,2,0.04878048780487805
Instrumental Jam,Nihil Pip Viper,42,0.03856749311294766,2,0.04878048780487805
Chaos ga Kiwamaru,Nihil Pip Viper,35,0.03213957759412305,2,0.04878048780487805
Seihitsu Kanbi Akigure Jojou,kaleido proud fiesta,23,0.021120293847566574,2,0.04878048780487805
Chaos ga Kiwamaru,Shoegazer Speaker,25,0.02295684113865932,2,0.04878048780487805
crazy birthday,fake town baby,30,0.027548209366391185,2,0.04878048780487805
Chaos ga Kiwamaru,Instrumental Jam,31,0.028466483011937556,2,0.04878048780487805
Seihitsu Kanbi Akigure Jojou,Shoegazer Speaker,24,0.02203856749311295,2,0.04878048780487805
Chaos ga Kiwamaru,Seihitsu Kanbi Akigure Jojou,31,0.028466483011937556,2,0.04878048780487805
Seihitsu Kanbi Akigure Jojou,Silent Libre Mirage,17,0.015610651974288337,2,0.04878048780487805
Instrumental Jam,kaleido proud fiesta,30,0.027548209366391185,2,0.04878048780487805
Hakoniwa Rock Show,Searchlight,19,0.017447199265381085,2,0.04878048780487805
Galileo no Showcase,Sayonara Dai Kyu Wakusei,57,0.05234159779614325,2,0.04878048780487805
Numbness like a ginger,Sugar Song to Bitter Step,40,0.03673094582185491,2,0.04878048780487805
Invisible Sensation,Toushindai no Chikyu,18,0.01652892561983471,2,0.04878048780487805
Orchestra o Mi ni Ikou,Own Civilization (nano‐mile met),48,0.0440771349862259,2,0.04878048780487805
"Catch up, latency",Orchestra o Mi ni Ikou,19,0.017447199265381085,2,0.04878048780487805
Orchestra o Mi ni Ikou,Yoru ga Yureteiru,36,0.03305785123966942,2,0.04878048780487805
Bachigai Hummingbird,Orchestra o Mi ni Ikou,48,0.0440771349862259,2,0.04878048780487805
MIDNIGHT JUNGLE,Orchestra o Mi ni Ikou,49,0.04499540863177227,2,0.04878048780487805
Orchestra o Mi ni Ikou,Tettoutetsubi Yonayona Drive,6,0.005509641873278237,2,0.04878048780487805
Atorakushon ga Hajimaru (they call it “NO.6”),Orchestra o Mi ni Ikou,18,0.01652892561983471,2,0.04878048780487805
Orchestra o Mi ni Ikou,crazy birthday,37,0.03397612488521579,2,0.04878048780487805
Kimi no Hitomi ni Koishi Tenai,Pandemic Sudden Death,16,0.014692378328741965,2,0.04878048780487805
Fiction Freak Crisis,Orchestra o Mi ni Ikou,48,0.0440771349862259,2,0.04878048780487805
Own Civilization (nano‐mile met),Silent Libre Mirage,41,0.03764921946740129,2,0.04878048780487805
"Majority Report (darling, I love you)",Toushindai no Chikyu,49,0.04499540863177227,2,0.04878048780487805
MIDNIGHT JUNGLE,Own Civilization (nano‐mile met),49,0.04499540863177227,2,0.04878048780487805
"10% roll, 10% romance",Phantom Joke,27,0.024793388429752067,2,0.04878048780487805
Own Civilization (nano‐mile met),Tettoutetsubi Yonayona Drive,7,0.006427915518824609,2,0.04878048780487805
Drum Solo,"Majority Report (darling, I love you)",47,0.04315886134067952,2,0.04878048780487805
"10% roll, 10% romance",Slow Curve wa Utenai (that made me crazy),23,0.021120293847566574,2,0.04878048780487805
Fiction Freak Crisis,Invisible Sensation,53,0.048668503213957756,2,0.04878048780487805
Invisible Sensation,MIDNIGHT JUNGLE,51,0.046831955922865015,2,0.04878048780487805
Another World,Hakoniwa Rock Show,16,0.014692378328741965,2,0.04878048780487805
Invisible Sensation,Silent Libre Mirage,41,0.03764921946740129,2,0.04878048780487805
Clover,fake town baby,49,0.04499540863177227,2,0.04878048780487805
Nihil Pip Viper,Numbness like a ginger,35,0.03213957759412305,2,0.04878048780487805
City peel,Houkago Marriage,28,0.025711662075298437,2,0.04878048780487805
23:25,Aerial Alien,21,0.01928374655647383,2,0.04878048780487805
Aerial Alien,Linear Blue wo Kikinagara,21,0.01928374655647383,2,0.04878048780487805
Dizzy Trickster,Yoru ga Yureteiru,36,0.03305785123966942,2,0.04878048780487805
Kimi no Hitomi ni Koishi Tenai,Slow Curve wa Utenai (that made me crazy),27,0.024793388429752067,2,0.04878048780487805
Bachigai Hummingbird,Dizzy Trickster,48,0.0440771349862259,2,0.04878048780487805
Dizzy Trickster,MIDNIGHT JUNGLE,48,0.0440771349862259,2,0.04878048780487805
Dizzy Trickster,Tettoutetsubi Yonayona Drive,6,0.005509641873278237,2,0.04878048780487805
Dizzy Trickster,crazy birthday,36,0.03305785123966942,2,0.04878048780487805
Dizzy Trickster,fake town baby,49,0.04499540863177227,2,0.04878048780487805
Dizzy Trickster,Fiction Freak Crisis,48,0.0440771349862259,2,0.04878048780487805
"Majority Report (darling, I love you)",Sakura no Ato (all quartets lead to the?),52,0.047750229568411386,2,0.04878048780487805
Invisible Sensation,Own Civilization (nano‐mile met),48,0.0440771349862259,2,0.04878048780487805
Houkago Marriage,Instrumental Jam,28,0.025711662075298437,2,0.04878048780487805
Invisible Sensation,Yoru ga Yureteiru,36,0.03305785123966942,2,0.04878048780487805
Fiction Freak Crisis,Own Civilization (nano‐mile met),48,0.0440771349862259,2,0.04878048780487805
Bachigai Hummingbird,"Catch up, latency",17,0.015610651974288337,2,0.04878048780487805
"Catch up, latency",MIDNIGHT JUNGLE,18,0.01652892561983471,2,0.04878048780487805
"Catch up, latency",Seihitsu Kanbi Akigure Jojou,19,0.017447199265381085,2,0.04878048780487805
Ryusei no Squall,Sentimental Period,38,0.03489439853076217,2,0.04878048780487805
Koisuru Wakusei,Millennium Happy Chainsaw Edge,44,0.04040404040404041,2,0.04878048780487805
Cheap Cheap Endroll,Scarsdale,21,0.01928374655647383,2,0.04878048780487805
Scarsdale,Sugar Song to Bitter Step,28,0.025711662075298437,2,0.04878048780487805
Sakura no Ato (all quartets lead to the?),Scarsdale,31,0.028466483011937556,2,0.04878048780487805
Kimi no Hitomi ni Koishi Tenai,Sekai wa Fancy,15,0.013774104683195593,2,0.04878048780487805
MR. Andy,Sugar Song to Bitter Step,47,0.04315886134067952,2,0.04878048780487805
"10% roll, 10% romance",Sawarenai Uta,12,0.011019283746556474,2,0.04878048780487805
Master Volume,"Nigatsu, Hakuchu no Nagareboshi to Hikoukigumo",17,0.015610651974288337,2,0.04878048780487805
Galileo no Showcase,"Nigatsu, Hakuchu no Nagareboshi to Hikoukigumo",26,0.023875114784205693,2,0.04878048780487805
Karakuri Karukare,"Nigatsu, Hakuchu no Nagareboshi to Hikoukigumo",10,0.009182736455463728,2,0.04878048780487805
MR. Andy,"Nigatsu, Hakuchu no Nagareboshi to Hikoukigumo",21,0.01928374655647383,2,0.04878048780487805
"Nigatsu, Hakuchu no Nagareboshi to Hikoukigumo",Sanpo Saki My Life,14,0.012855831037649219,2,0.04878048780487805
Mizu to Ame ni Tsuite,Sayonara Dai Kyu Wakusei,19,0.017447199265381085,2,0.04878048780487805
Another World,Mizu to Ame ni Tsuite,12,0.011019283746556474,2,0.04878048780487805
Hakoniwa Rock Show,Mizu to Ame ni Tsuite,40,0.03673094582185491,2,0.04878048780487805
Hakoniwa Rock Show,Sayonara Dai Kyu Wakusei,32,0.02938475665748393,2,0.04878048780487805
Kimi no Moto e,Sentimental Period,39,0.03581267217630854,2,0.04878048780487805
23:25,Ryusei no Squall,33,0.030303030303030304,2,0.04878048780487805
Chandelier Waltz,Haru ga Kite Bokura,20,0.018365472910927456,2,0.04878048780487805
"10% roll, 10% romance",RUNNERS HIGH REPRISE,36,0.03305785123966942,2,0.04878048780487805
"Majority Report (darling, I love you)",Pandemic Sudden Death,50,0.04591368227731864,2,0.04878048780487805
Kimi wa Tomodachi,"Majority Report (darling, I love you)",48,0.0440771349862259,2,0.04878048780487805
"Catch up, latency",Toushindai no Chikyu,17,0.015610651974288337,2,0.04878048780487805
"Majority Report (darling, I love you)","Minority Report (darling, I love you)",48,0.0440771349862259,2,0.04878048780487805
Linear Blue wo Kikinagara,"Majority Report (darling, I love you)",22,0.020202020202020204,2,0.04878048780487805
"10% roll, 10% romance",Ryusei no Squall,24,0.02203856749311295,2,0.04878048780487805
23:25,Kirai = Kirai,33,0.030303030303030304,2,0.04878048780487805
Galileo no Showcase,Kirai = Kirai,15,0.013774104683195593,2,0.04878048780487805
Chandelier Waltz,Ride on Time,32,0.02938475665748393,2,0.04878048780487805
5-bu-go no Stardust,Counter Identity,9,0.008264462809917356,2,0.04878048780487805
Kirai = Kirai,MR. Andy,34,0.031221303948576674,2,0.04878048780487805
Kirai = Kirai,Sentimental Period,32,0.02938475665748393,2,0.04878048780487805
"10% roll, 10% romance",Atorakushon ga Hajimaru (they call it “NO.6”),13,0.011937557392102846,2,0.04878048780487805
BUSTER DICE MISERY,MIDNIGHT JUNGLE,13,0.011937557392102846,2,0.04878048780487805
MIDNIGHT JUNGLE,Tengoku to Jigoku,14,0.012855831037649219,2,0.04878048780487805
Chandelier Waltz,Instrumental Jam,12,0.011019283746556474,2,0.04878048780487805
Nihil Pip Viper,crazy birthday,33,0.030303030303030304,2,0.04878048780487805
Drum Solo,Fiction Freak Crisis,28,0.025711662075298437,2,0.04878048780487805
Anti-Trendy Club,Tettoutetsubi Yonayona Drive,34,0.031221303948576674,2,0.04878048780487805
Pistol Galaxy,over driver,32,0.02938475665748393,2,0.04878048780487805
Little Time Stop,Pistol Galaxy,32,0.02938475665748393,2,0.04878048780487805
"I wanna believe, Yoru o Iku",Pistol Galaxy,31,0.028466483011937556,2,0.04878048780487805
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,Mikansei Daisy,7,0.006427915518824609,2,0.04878048780487805
5-bu-go no Stardust,Seku x Kara x Shisonzuuru,33,0.030303030303030304,2,0.04878048780487805
Seku x Kara x Shisonzuuru,flat song,32,0.02938475665748393,2,0.04878048780487805
Koko de Atta ga Kemonomichi,Seku x Kara x Shisonzuuru,34,0.031221303948576674,2,0.04878048780487805
Radial Night Chaser,Snow Reverse,34,0.031221303948576674,2,0.04878048780487805
Mikazuki no Yoru no Mannaka,Radial Night Chaser,32,0.02938475665748393,2,0.04878048780487805
Radial Night Chaser,Santa Claus wa Juutai-chuu,35,0.03213957759412305,2,0.04878048780487805
Santa Claus wa Juutai-chuu,Seku x Kara x Shisonzuuru,35,0.03213957759412305,2,0.04878048780487805
Boku wa Kimi ni Naritai,Radial Night Chaser,33,0.030303030303030304,2,0.04878048780487805
Koko de Atta ga Kemonomichi,Radial Night Chaser,34,0.031221303948576674,2,0.04878048780487805
Radial Night Chaser,flat song,32,0.02938475665748393,2,0.04878048780487805
Mikazuki no Yoru no Mannaka,Seku x Kara x Shisonzuuru,32,0.02938475665748393,2,0.04878048780487805
Nonfiction Compass,Snow Loop,31,0.028466483011937556,2,0.04878048780487805
Seku x Kara x Shisonzuuru,Snow Reverse,34,0.031221303948576674,2,0.04878048780487805
Signal ABC,over driver,32,0.02938475665748393,2,0.04878048780487805
Seku x Kara x Shisonzuuru,over driver,34,0.031221303948576674,2,0.04878048780487805
Signal ABC,Snow Loop,31,0.028466483011937556,2,0.04878048780487805
Micro Paradiso!,Snow Loop,31,0.028466483011937556,2,0.04878048780487805
Gyakuten Sayonara,Snow Loop,31,0.028466483011937556,2,0.04878048780487805
Micro Paradiso!,Mikazuki no Yoru no Mannaka,31,0.028466483011937556,2,0.04878048780487805
Micro Paradiso!,Santa Claus wa Juutai-chuu,33,0.030303030303030304,2,0.04878048780487805
Mikazuki no Yoru no Mannaka,Signal ABC,32,0.02938475665748393,2,0.04878048780487805
Radial Night Chaser,over driver,34,0.031221303948576674,2,0.04878048780487805
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,Sora no Tobikata,15,0.013774104683195593,2,0.04878048780487805
Pistol Galaxy,Snow Reverse,32,0.02938475665748393,2,0.04878048780487805
Little Time Stop,Love Song wa Totsuzen ni? ~What is the name of that mystery??~,31,0.028466483011937556,2,0.04878048780487805
Love Song wa Totsuzen ni? ~What is the name of that mystery??~,Santa Claus wa Juutai-chuu,33,0.030303030303030304,2,0.04878048780487805
Koko de Atta ga Kemonomichi,Love Song wa Totsuzen ni? ~What is the name of that mystery??~,33,0.030303030303030304,2,0.04878048780487805
Love Song wa Totsuzen ni? ~What is the name of that mystery??~,flat song,31,0.028466483011937556,2,0.04878048780487805
Radial Night Chaser,Snow Loop,31,0.028466483011937556,2,0.04878048780487805
Santa Claus wa Juutai-chuu,Signal ABC,32,0.02938475665748393,2,0.04878048780487805
Deirai Kyousou Gakudan,Shupurehikouru ~Sekai ga Owaru Mae ni~,16,0.014692378328741965,2,0.04878048780487805
Micro Paradiso!,over driver,33,0.030303030303030304,2,0.04878048780487805
5-bu-go no Stardust,Pistol Galaxy,31,0.028466483011937556,2,0.04878048780487805
Nonfiction Compass,Radial Night Chaser,31,0.028466483011937556,2,0.04878048780487805
Radial Night Chaser,Signal ABC,32,0.02938475665748393,2,0.04878048780487805
Micro Paradiso!,Radial Night Chaser,33,0.030303030303030304,2,0.04878048780487805
Gyakuten Sayonara,Radial Night Chaser,31,0.028466483011937556,2,0.04878048780487805
Radial Night Chaser,Seku x Kara x Shisonzuuru,35,0.03213957759412305,2,0.04878048780487805
Pistol Galaxy,Radial Night Chaser,32,0.02938475665748393,2,0.04878048780487805
Pistol Galaxy,flat song,32,0.02938475665748393,2,0.04878048780487805
Koko de Atta ga Kemonomichi,Pistol Galaxy,32,0.02938475665748393,2,0.04878048780487805
Boku wa Kimi ni Naritai,Pistol Galaxy,31,0.028466483011937556,2,0.04878048780487805
"I wanna believe, Yoru o Iku",Radial Night Chaser,32,0.02938475665748393,2,0.04878048780487805
Little Time Stop,Radial Night Chaser,32,0.02938475665748393,2,0.04878048780487805
Radial Night Chaser,Sawarenai Uta,31,0.028466483011937556,2,0.04878048780487805
Mikazuki no Yoru no Mannaka,Pistol Galaxy,32,0.02938475665748393,2,0.04878048780487805
Linear Blue wo Kikinagara,kaleido proud fiesta,24,0.02203856749311295,2,0.04878048780487805
Seku x Kara x Shisonzuuru,Snow Loop,31,0.028466483011937556,2,0.04878048780487805
Little Time Stop,Seku x Kara x Shisonzuuru,32,0.02938475665748393,2,0.04878048780487805
Airabuniju,Chandelier Waltz,20,0.018365472910927456,2,0.04878048780487805
Pistol Galaxy,Snow Loop,31,0.028466483011937556,2,0.04878048780487805
3 minutes replay,Mikansei Daisy,22,0.020202020202020204,2,0.04878048780487805
Gyakuten Sayonara,Seku x Kara x Shisonzuuru,32,0.02938475665748393,2,0.04878048780487805
Gyakuten Sayonara,Pistol Galaxy,31,0.028466483011937556,2,0.04878048780487805
"I wanna believe, Yoru o Iku",Nonfiction Compass,31,0.028466483011937556,2,0.04878048780487805
Little Time Stop,Nonfiction Compass,31,0.028466483011937556,2,0.04878048780487805
MR. Andy,kaleido proud fiesta,20,0.018365472910927456,2,0.04878048780487805
Boku wa Kimi ni Naritai,Gyakuten Sayonara,31,0.028466483011937556,2,0.04878048780487805
Gyakuten Sayonara,Santa Claus wa Juutai-chuu,31,0.028466483011937556,2,0.04878048780487805
Nonfiction Compass,over driver,31,0.028466483011937556,2,0.04878048780487805
Nonfiction Compass,Snow Reverse,31,0.028466483011937556,2,0.04878048780487805
Mikazuki no Yoru no Mannaka,Nonfiction Compass,31,0.028466483011937556,2,0.04878048780487805
Nonfiction Compass,Santa Claus wa Juutai-chuu,31,0.028466483011937556,2,0.04878048780487805
Tettoutetsubi Yonayona Drive,Yume ga Sametara (at that river),29,0.02662993572084481,2,0.04878048780487805
Gyakuten Sayonara,over driver,31,0.028466483011937556,2,0.04878048780487805
Pistol Galaxy,Signal ABC,32,0.02938475665748393,2,0.04878048780487805
Gyakuten Sayonara,Signal ABC,31,0.028466483011937556,2,0.04878048780487805
Phantom Joke,Sakura no Ato (all quartets lead to the?),34,0.031221303948576674,2,0.04878048780487805
Boku wa Kimi ni Naritai,Nonfiction Compass,31,0.028466483011937556,2,0.04878048780487805
Mikansei Daisy,cody beats,21,0.01928374655647383,2,0.04878048780487805
Gyakuten Sayonara,"I wanna believe, Yoru o Iku",31,0.028466483011937556,2,0.04878048780487805
5-bu-go no Stardust,Nonfiction Compass,31,0.028466483011937556,2,0.04878048780487805
Koko de Atta ga Kemonomichi,Nonfiction Compass,31,0.028466483011937556,2,0.04878048780487805
Childhood Supernova,Mikansei Daisy,3,0.0027548209366391185,2,0.04878048780487805
Gyakuten Sayonara,Koko de Atta ga Kemonomichi,31,0.028466483011937556,2,0.04878048780487805
Gyakuten Sayonara,Nonfiction Compass,31,0.028466483011937556,2,0.04878048780487805
Little Time Stop,Signal ABC,32,0.02938475665748393,2,0.04878048780487805
5-bu-go no Stardust,Micro Paradiso!,33,0.030303030303030304,2,0.04878048780487805
"I wanna believe, Yoru o Iku",Seku x Kara x Shisonzuuru,31,0.028466483011937556,2,0.04878048780487805
Chandelier Waltz,Clover,18,0.01652892561983471,2,0.04878048780487805
Boku wa Kimi ni Naritai,Micro Paradiso!,33,0.030303030303030304,2,0.04878048780487805
Koko de Atta ga Kemonomichi,Micro Paradiso!,33,0.030303030303030304,2,0.04878048780487805
"I wanna believe, Yoru o Iku",Snow Loop,31,0.028466483011937556,2,0.04878048780487805
Micro Paradiso!,flat song,31,0.028466483011937556,2,0.04878048780487805
Little Time Stop,Snow Loop,31,0.028466483011937556,2,0.04878048780487805
Sakura no Ato (all quartets lead to the?),Slow Curve wa Utenai (that made me crazy),26,0.023875114784205693,2,0.04878048780487805
