曲A(前),曲B(後),繋ぎ公演数,全公演での発生割合,繋ぎツアー数,全ツアーでの発生割合
Worldwide Supergirl,Millennium Happy Chainsaw Edge,1,0.0009182736455463728,1,0.024390243902439025
Chaos ga Kiwamaru,Worldwide Supergirl,1,0.0009182736455463728,1,0.024390243902439025
Sekai wa Fancy,Tettoutetsubi Yonayona Drive,1,0.0009182736455463728,1,0.024390243902439025
kaleido proud fiesta,Serenade ga Tomaranai,1,0.0009182736455463728,1,0.024390243902439025
Kimagure Zattou,Bachigai Hummingbird,1,0.0009182736455463728,1,0.024390243902439025
Mikansei Daisy,Hakoniwa Rock Show,1,0.0009182736455463728,1,0.024390243902439025
Sentimental Period,Sora no Tobikata,3,0.0027548209366391185,1,0.024390243902439025
Shupurehikouru ~Sekai ga Owaru Mae ni~,Full Color Program,1,0.0009182736455463728,1,0.024390243902439025
Full Color Program,crazy birthday,1,0.0009182736455463728,1,0.024390243902439025
Gyakuten Sayonara,"kid, I like quartet",2,0.0018365472910927456,1,0.024390243902439025
Scarsdale,Kimagure Zattou,1,0.0009182736455463728,1,0.024390243902439025
Drum Solo,Bachigai Hummingbird,6,0.005509641873278237,1,0.024390243902439025
Full Color Program,Drum Solo,6,0.005509641873278237,1,0.024390243902439025
Chaos ga Kiwamaru,Ride on Time,1,0.0009182736455463728,1,0.024390243902439025
Kimi no Moto e,Protract Countdown,9,0.008264462809917356,1,0.024390243902439025
Galileo no Showcase,Full Color Program,30,0.027548209366391185,1,0.024390243902439025
Worldwide Supergirl,Galileo no Showcase,16,0.014692378328741965,1,0.024390243902439025
23:25,Shupurehikouru ~Sekai ga Owaru Mae ni~,16,0.014692378328741965,1,0.024390243902439025
Mikansei Daisy,Orion wo Nazoru,8,0.0073461891643709825,1,0.024390243902439025
Sentimental Period,Mikansei Daisy,16,0.014692378328741965,1,0.024390243902439025
Protract Countdown,Sentimental Period,17,0.015610651974288337,1,0.024390243902439025
Bokura no Sono Saki,Kimi no Moto e,9,0.008264462809917356,1,0.024390243902439025
Master Volume,Linear Blue wo Kikinagara,1,0.0009182736455463728,1,0.024390243902439025
Scarsdale,Bokura no Sono Saki,9,0.008264462809917356,1,0.024390243902439025
Messenger From Zen Sekai,Scarsdale,9,0.008264462809917356,1,0.024390243902439025
Counter Identity,Messenger From Zen Sekai,9,0.008264462809917356,1,0.024390243902439025
MR. Andy,Counter Identity,17,0.015610651974288337,1,0.024390243902439025
Boku wa Kimi ni Naritai,CAPACITY Koeru,9,0.008264462809917356,1,0.024390243902439025
cody beats,Boku wa Kimi ni Naritai,9,0.008264462809917356,1,0.024390243902439025
Galileo no Showcase,Toushindai no Chikyu,4,0.0036730945821854912,1,0.024390243902439025
Orion wo Nazoru,Sugar Song to Bitter Step,8,0.0073461891643709825,1,0.024390243902439025
Bachigai Hummingbird,"Majority Report (darling, I love you)",9,0.008264462809917356,1,0.024390243902439025
Miss. Sandy,Linear Blue wo Kikinagara,1,0.0009182736455463728,1,0.024390243902439025
Linear Blue wo Kikinagara,Pandemic Sudden Death,1,0.0009182736455463728,1,0.024390243902439025
Sugar Song to Bitter Step,Tettoutetsubi Yonayona Drive,9,0.008264462809917356,1,0.024390243902439025
Cheap Cheap Endroll,Tengoku to Jigoku,5,0.004591368227731864,1,0.024390243902439025
Tengoku to Jigoku,MIDNIGHT JUNGLE,2,0.0018365472910927456,1,0.024390243902439025
Nonfiction Compass,Pandemic Sudden Death,1,0.0009182736455463728,1,0.024390243902439025
Bokura no Sono Saki,Mekator Jikuu Tankentai,1,0.0009182736455463728,1,0.024390243902439025
Mekator Jikuu Tankentai,Drum Solo,1,0.0009182736455463728,1,0.024390243902439025
Messenger From Zen Sekai,Sakura no Ato (all quartets lead to the?),5,0.004591368227731864,1,0.024390243902439025
Sakura no Ato (all quartets lead to the?),Silent Libre Mirage,5,0.004591368227731864,1,0.024390243902439025
Silent Libre Mirage,Protract Countdown,5,0.004591368227731864,1,0.024390243902439025
instant EGOIST,23:25,4,0.0036730945821854912,1,0.024390243902439025
23:25,Hikari Nodokeki Haru no Hi ni,3,0.0027548209366391185,1,0.024390243902439025
23:25,Toushindai no Chikyu,2,0.0018365472910927456,1,0.024390243902439025
Sakura no Ato (all quartets lead to the?),fake town baby,2,0.0018365472910927456,1,0.024390243902439025
Gyakuten Sayonara,meet the world time,1,0.0009182736455463728,1,0.024390243902439025
Snow Reverse,Ikenai fool logic,11,0.010101010101010102,1,0.024390243902439025
Own Civilization (nano‐mile met),Full Color Program,32,0.02938475665748393,1,0.024390243902439025
Galileo no Showcase,MIDNIGHT JUNGLE,32,0.02938475665748393,1,0.024390243902439025
cody beats,Sora no Tobikata,6,0.005509641873278237,1,0.024390243902439025
"kid, I like quartet",Galileo no Showcase,3,0.0027548209366391185,1,0.024390243902439025
Galileo no Showcase,Counter Identity,6,0.005509641873278237,1,0.024390243902439025
Fiction Freak Crisis,Galileo no Showcase,32,0.02938475665748393,1,0.024390243902439025
Deirai Kyousou Gakudan,Fiction Freak Crisis,32,0.02938475665748393,1,0.024390243902439025
mix juice no Iutouri,Deirai Kyousou Gakudan,32,0.02938475665748393,1,0.024390243902439025
fake town baby,mix juice no Iutouri,32,0.02938475665748393,1,0.024390243902439025
Tengoku to Jigoku,kaleido proud fiesta,8,0.0073461891643709825,1,0.024390243902439025
Sugar Song to Bitter Step,fake town baby,33,0.030303030303030304,1,0.024390243902439025
Full Color Program,Sugar Song to Bitter Step,37,0.03397612488521579,1,0.024390243902439025
MR. Andy,Clover,9,0.008264462809917356,1,0.024390243902439025
Santa Claus wa Juutai-chuu,Seihitsu Kanbi Akigure Jojou,32,0.02938475665748393,1,0.024390243902439025
Clover,Toushindai no Chikyu,10,0.009182736455463728,1,0.024390243902439025
kaleido proud fiesta,Sakura no Ato (all quartets lead to the?),7,0.006427915518824609,1,0.024390243902439025
Kimi no Hitomi ni Koishi Tenai,kaleido proud fiesta,7,0.006427915518824609,1,0.024390243902439025
Seku x Kara x Shisonzuuru,Nani ka ga Kawari So,10,0.009182736455463728,1,0.024390243902439025
Nani ka ga Kawari So,Siren in the Spy,10,0.009182736455463728,1,0.024390243902439025
Full Color Program,Sayonara Summer Time Machine,10,0.009182736455463728,1,0.024390243902439025
Sayonara Summer Time Machine,Yoru ga Yureteiru,10,0.009182736455463728,1,0.024390243902439025
Why I'm Me,Pandemic Sudden Death,10,0.009182736455463728,1,0.024390243902439025
Pandemic Sudden Death,Signal ABC,10,0.009182736455463728,1,0.024390243902439025
"kid, I like quartet",Kimi no Hitomi ni Koishi Tenai,7,0.006427915518824609,1,0.024390243902439025
Nihil Pip Viper,Tettoutetsubi Yonayona Drive,7,0.006427915518824609,1,0.024390243902439025
MIDNIGHT JUNGLE,Santa Claus wa Juutai-chuu,32,0.02938475665748393,1,0.024390243902439025
Seihitsu Kanbi Akigure Jojou,Clover,32,0.02938475665748393,1,0.024390243902439025
RUNNERS HIGH REPRISE,Amari ni Shajitsutekina,11,0.010101010101010102,1,0.024390243902439025
Tettoutetsubi Yonayona Drive,Ride on Time,17,0.015610651974288337,1,0.024390243902439025
Sangatsu Monogatari,mouth to mouse(sent you),11,0.010101010101010102,1,0.024390243902439025
Signal ABC,Otona Blue,11,0.010101010101010102,1,0.024390243902439025
Otona Blue,Sorejaa Bye Bye,11,0.010101010101010102,1,0.024390243902439025
Sorejaa Bye Bye,Kyoufuu All Back,11,0.010101010101010102,1,0.024390243902439025
Kyoufuu All Back,Snow Reverse,11,0.010101010101010102,1,0.024390243902439025
harmonized finale,harmonized finale,10,0.009182736455463728,1,0.024390243902439025
Ikenai fool logic,Nano Size Skywalk,11,0.010101010101010102,1,0.024390243902439025
BUSTER DICE MISERY,MIDNIGHT JUNGLE,2,0.0018365472910927456,1,0.024390243902439025
Nano Size Skywalk,Micro Paradiso!,11,0.010101010101010102,1,0.024390243902439025
Ride on Time,harmonized finale,17,0.015610651974288337,1,0.024390243902439025
Ride on Time,Ride on Time,9,0.008264462809917356,1,0.024390243902439025
Tettoutetsubi Yonayona Drive,Tettoutetsubi Yonayona Drive,9,0.008264462809917356,1,0.024390243902439025
Kimi wa Tomodachi,Kimi wa Tomodachi,9,0.008264462809917356,1,0.024390243902439025
Phantom Joke,Tettoutetsubi Yonayona Drive,17,0.015610651974288337,1,0.024390243902439025
Phantom Joke,Phantom Joke,9,0.008264462809917356,1,0.024390243902439025
Natsukage Tail Light,Phantom Joke,19,0.017447199265381085,1,0.024390243902439025
Natsukage Tail Light,Natsukage Tail Light,9,0.008264462809917356,1,0.024390243902439025
Micro Paradiso!,"I wanna believe, Yoru o Iku",11,0.010101010101010102,1,0.024390243902439025
"I wanna believe, Yoru o Iku",mix juice no Iutouri,11,0.010101010101010102,1,0.024390243902439025
mix juice no Iutouri,Orion wo Nazoru,11,0.010101010101010102,1,0.024390243902439025
Toushindai no Chikyu,over driver,1,0.0009182736455463728,1,0.024390243902439025
Master Volume,Hakoniwa Rock Show,6,0.005509641873278237,1,0.024390243902439025
Scarsdale,Clover,7,0.006427915518824609,1,0.024390243902439025
Kimi wa Tomodachi,Natsukage Tail Light,17,0.015610651974288337,1,0.024390243902439025
Sekai wa Fancy,Kimi wa Tomodachi,17,0.015610651974288337,1,0.024390243902439025
Sekai wa Fancy,Sekai wa Fancy,9,0.008264462809917356,1,0.024390243902439025
Serenade ga Tomaranai,Sekai wa Fancy,17,0.015610651974288337,1,0.024390243902439025
5-bu-go no Stardust,Mikansei Daisy,1,0.0009182736455463728,1,0.024390243902439025
Master Volume,Itsuka no Shounen,12,0.011019283746556474,1,0.024390243902439025
Itsuka no Shounen,Toushindai no Chikyu,8,0.0073461891643709825,1,0.024390243902439025
Toushindai no Chikyu,Karakuri Karukare,10,0.009182736455463728,1,0.024390243902439025
Master Volume,Ride on Time / Toshindai no Chikyu / MR. Andy / CAPACITY Koeru / Worldwide Supergirl / Coffee Cup Syndrome  / Sentimental Period  / Drum Solo / Galileo no Showcase,12,0.011019283746556474,1,0.024390243902439025
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,Master Volume,12,0.011019283746556474,1,0.024390243902439025
Scarsdale,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,13,0.011937557392102846,1,0.024390243902439025
Deirai Kyousou Gakudan,Scarsdale,12,0.011019283746556474,1,0.024390243902439025
Hikari Nodokeki Haru no Hi ni,Galileo no Showcase,1,0.0009182736455463728,1,0.024390243902439025
"kid, I like quartet",Hikari Nodokeki Haru no Hi ni,1,0.0009182736455463728,1,0.024390243902439025
Ryusei Kouro,Orion wo Nazoru,1,0.0009182736455463728,1,0.024390243902439025
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,Ryusei Kouro,1,0.0009182736455463728,1,0.024390243902439025
Master Volume,5-bu-go no Stardust,1,0.0009182736455463728,1,0.024390243902439025
Signal ABC,Chandelier Waltz,10,0.009182736455463728,1,0.024390243902439025
23:25,Sora no Tobikata,12,0.011019283746556474,1,0.024390243902439025
Worldwide Supergirl,over driver,1,0.0009182736455463728,1,0.024390243902439025
cody beats,Worldwide Supergirl,1,0.0009182736455463728,1,0.024390243902439025
Protract Countdown,cody beats,1,0.0009182736455463728,1,0.024390243902439025
Atorakushon ga Hajimaru (they call it “NO.6”),"Majority Report (darling, I love you)",1,0.0009182736455463728,1,0.024390243902439025
"Majority Report (darling, I love you)",Bachigai Hummingbird,1,0.0009182736455463728,1,0.024390243902439025
Sugar Song to Bitter Step,Mikansei Daisy,2,0.0018365472910927456,1,0.024390243902439025
Mikansei Daisy,Sawarenai Uta,2,0.0018365472910927456,1,0.024390243902439025
Sawarenai Uta,Linear Blue wo Kikinagara,1,0.0009182736455463728,1,0.024390243902439025
Linear Blue wo Kikinagara,Tettoutetsubi Yonayona Drive,2,0.0018365472910927456,1,0.024390243902439025
Sakura no Ato (all quartets lead to the?),Galileo no Showcase,6,0.005509641873278237,1,0.024390243902439025
Deirai Kyousou Gakudan,Light Flat,7,0.006427915518824609,1,0.024390243902439025
Mizu to Ame ni Tsuite,Deirai Kyousou Gakudan,8,0.0073461891643709825,1,0.024390243902439025
Sanpo Saki My Life,Mizu to Ame ni Tsuite,7,0.006427915518824609,1,0.024390243902439025
Pandemic Sudden Death,Chandelier Waltz,1,0.0009182736455463728,1,0.024390243902439025
Chandelier Waltz,Sugar Song to Bitter Step,10,0.009182736455463728,1,0.024390243902439025
Sugar Song to Bitter Step,Love Song wa Totsuzen ni? ~What is the name of that mystery??~,10,0.009182736455463728,1,0.024390243902439025
Love Song wa Totsuzen ni? ~What is the name of that mystery??~,Otonoba Chukan Shiken,10,0.009182736455463728,1,0.024390243902439025
Otonoba Chukan Shiken,Tettoutetsubi Yonayona Drive,10,0.009182736455463728,1,0.024390243902439025
Tengoku to Jigoku,Sugar Song to Bitter Step,42,0.03856749311294766,1,0.024390243902439025
Yume ga Sametara (at that river),Nihil Pip Viper,7,0.006427915518824609,1,0.024390243902439025
MR. Andy,Yume ga Sametara (at that river),7,0.006427915518824609,1,0.024390243902439025
Serenade ga Tomaranai,Serenade ga Tomaranai,9,0.008264462809917356,1,0.024390243902439025
"Catch up, latency",MR. Andy,7,0.006427915518824609,1,0.024390243902439025
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,Galileo no Showcase,1,0.0009182736455463728,1,0.024390243902439025
Mekator Jikuu Tankentai,"Catch up, latency",7,0.006427915518824609,1,0.024390243902439025
Atorakushon ga Hajimaru (they call it “NO.6”),Mekator Jikuu Tankentai,7,0.006427915518824609,1,0.024390243902439025
Nani ka ga Kawari So,Atorakushon ga Hajimaru (they call it “NO.6”),7,0.006427915518824609,1,0.024390243902439025
Linear Blue wo Kikinagara,Nani ka ga Kawari So,7,0.006427915518824609,1,0.024390243902439025
Airabuniju,Sanpo Saki My Life,12,0.011019283746556474,1,0.024390243902439025
Bachigai Hummingbird,Airabuniju,13,0.011937557392102846,1,0.024390243902439025
Orion wo Nazoru,Bachigai Hummingbird,18,0.01652892561983471,1,0.024390243902439025
Shupurehikouru ~Sekai ga Owaru Mae ni~,cody beats,12,0.011019283746556474,1,0.024390243902439025
Clover,Shupurehikouru ~Sekai ga Owaru Mae ni~,12,0.011019283746556474,1,0.024390243902439025
Chandelier Waltz,Clover,12,0.011019283746556474,1,0.024390243902439025
Ride on Time / Toshindai no Chikyu / MR. Andy / CAPACITY Koeru / Worldwide Supergirl / Coffee Cup Syndrome  / Sentimental Period  / Drum Solo / Galileo no Showcase,Chandelier Waltz,12,0.011019283746556474,1,0.024390243902439025
Toushindai no Chikyu,mix juice no Iutouri,1,0.0009182736455463728,1,0.024390243902439025
Chandelier Waltz,"8-Gatsu, Hirunaka no Nagareboshi to Hikouki-Gumo",1,0.0009182736455463728,1,0.024390243902439025
Amari ni Shajitsutekina,Sangatsu Monogatari,11,0.010101010101010102,1,0.024390243902439025
Mizu to Ame ni Tsuite,RUNNERS HIGH REPRISE,11,0.010101010101010102,1,0.024390243902439025
3 minutes replay,Protract Countdown,1,0.0009182736455463728,1,0.024390243902439025
Serenade ga Tomaranai,Anti-Trendy Club,12,0.011019283746556474,1,0.024390243902439025
"8-Gatsu, Hirunaka no Nagareboshi to Hikouki-Gumo",5-bu-go no Stardust,12,0.011019283746556474,1,0.024390243902439025
Cheap Cheap Endroll,Galileo no Showcase,1,0.0009182736455463728,1,0.024390243902439025
Chaos ga Kiwamaru,Sakura no Ato (all quartets lead to the?),6,0.005509641873278237,1,0.024390243902439025
Shoegazer Speaker,Tettoutetsubi Yonayona Drive,1,0.0009182736455463728,1,0.024390243902439025
Sawarenai Uta,Shoegazer Speaker,1,0.0009182736455463728,1,0.024390243902439025
Seihitsu Kanbi Akigure Jojou,Sawarenai Uta,8,0.0073461891643709825,1,0.024390243902439025
Sugar Song to Bitter Step,Seihitsu Kanbi Akigure Jojou,10,0.009182736455463728,1,0.024390243902439025
Pandemic Sudden Death,Sugar Song to Bitter Step,16,0.014692378328741965,1,0.024390243902439025
Anti-Trendy Club,Pandemic Sudden Death,12,0.011019283746556474,1,0.024390243902439025
Snow Reverse,Signal ABC,18,0.01652892561983471,1,0.024390243902439025
Instrumental Jam,fake town baby,4,0.0036730945821854912,1,0.024390243902439025
Bachigai Hummingbird,Serenade ga Tomaranai,2,0.0018365472910927456,1,0.024390243902439025
Sakura no Ato (all quartets lead to the?),MR. Andy,15,0.013774104683195593,1,0.024390243902439025
RUNNERS HIGH REPRISE,Bachigai Hummingbird,1,0.0009182736455463728,1,0.024390243902439025
Atorakushon ga Hajimaru (they call it “NO.6”),RUNNERS HIGH REPRISE,1,0.0009182736455463728,1,0.024390243902439025
Galileo no Showcase,kaleido proud fiesta,22,0.020202020202020204,1,0.024390243902439025
"Catch up, latency",Drum Solo,7,0.006427915518824609,1,0.024390243902439025
Koisuru Wakusei,Galileo no Showcase,22,0.020202020202020204,1,0.024390243902439025
Sakura no Ato (all quartets lead to the?),"8-Gatsu, Hirunaka no Nagareboshi to Hikouki-Gumo",12,0.011019283746556474,1,0.024390243902439025
Chaos ga Kiwamaru,Koisuru Wakusei,23,0.021120293847566574,1,0.024390243902439025
Drum Solo,MIDNIGHT JUNGLE,7,0.006427915518824609,1,0.024390243902439025
Houkago Marriage,Tettoutetsubi Yonayona Drive,22,0.020202020202020204,1,0.024390243902439025
Sanpo Saki My Life,Sakura no Ato (all quartets lead to the?),12,0.011019283746556474,1,0.024390243902439025
Houkago Marriage,Sanpo Saki My Life,12,0.011019283746556474,1,0.024390243902439025
Orion wo Nazoru,Cheap Cheap Endroll,8,0.0073461891643709825,1,0.024390243902439025
Searchlight,Sora no Tobikata,2,0.0018365472910927456,1,0.024390243902439025
Galileo no Showcase,Mizu to Ame ni Tsuite,20,0.018365472910927456,1,0.024390243902439025
MR. Andy,Master Volume,17,0.015610651974288337,1,0.024390243902439025
Mizu to Ame ni Tsuite,Sanpo Saki My Life,12,0.011019283746556474,1,0.024390243902439025
Sentimental Period,Hakoniwa Rock Show,7,0.006427915518824609,1,0.024390243902439025
Radial Night Chaser,Kimi no Hitomi ni Koishi Tenai,12,0.011019283746556474,1,0.024390243902439025
Cheap Cheap Endroll,Radial Night Chaser,12,0.011019283746556474,1,0.024390243902439025
Hakoniwa Rock Show,Chandelier Waltz,14,0.012855831037649219,1,0.024390243902439025
Full Color Program,Hakoniwa Rock Show,13,0.011937557392102846,1,0.024390243902439025
Haru ga Kite Bokura,Sugar Song to Bitter Step,14,0.012855831037649219,1,0.024390243902439025
Ryusei Kouro,Hakoniwa Rock Show,7,0.006427915518824609,1,0.024390243902439025
Clover,Sanpo Saki My Life,14,0.012855831037649219,1,0.024390243902439025
Chaos ga Kiwamaru,Haru ga Kite Bokura,15,0.013774104683195593,1,0.024390243902439025
Nagareboshi wo Uchi Otose,Chaos ga Kiwamaru,13,0.011937557392102846,1,0.024390243902439025
Hatch I need,Nagareboshi wo Uchi Otose,12,0.011019283746556474,1,0.024390243902439025
5-bu-go no Stardust,Fiction Freak Crisis,12,0.011019283746556474,1,0.024390243902439025
Galileo no Showcase,Sentimental Period,45,0.04132231404958678,1,0.024390243902439025
Linear Blue wo Kikinagara,"Majority Report (darling, I love you)",16,0.014692378328741965,1,0.024390243902439025
Toushindai no Chikyu,23:25,8,0.0073461891643709825,1,0.024390243902439025
23:25,mix juice no Iutouri,8,0.0073461891643709825,1,0.024390243902439025
Sugar Song to Bitter Step,Chandelier Waltz,37,0.03397612488521579,1,0.024390243902439025
Tettoutetsubi Yonayona Drive,MIDNIGHT JUNGLE,7,0.006427915518824609,1,0.024390243902439025
MIDNIGHT JUNGLE,Friday Novels,10,0.009182736455463728,1,0.024390243902439025
Friday Novels,Sakura no Ato (all quartets lead to the?),10,0.009182736455463728,1,0.024390243902439025
Master Volume,23:25,5,0.004591368227731864,1,0.024390243902439025
Bachigai Hummingbird,Sakura no Ato (all quartets lead to the?),20,0.018365472910927456,1,0.024390243902439025
Fiction Freak Crisis,Hatch I need,12,0.011019283746556474,1,0.024390243902439025
Galileo no Showcase,Haru ga Kite Bokura,12,0.011019283746556474,1,0.024390243902439025
Slow Curve wa Utenai (that made me crazy),Houkago Marriage,12,0.011019283746556474,1,0.024390243902439025
Space Shuttle Lullaby,Houkago Marriage,22,0.020202020202020204,1,0.024390243902439025
Kimi no Hitomi ni Koishi Tenai,Haru ga Kite Bokura,34,0.031221303948576674,1,0.024390243902439025
Full Color Program,Tettoutetsubi Yonayona Drive,12,0.011019283746556474,1,0.024390243902439025
Master Volume,harmonized finale,11,0.010101010101010102,1,0.024390243902439025
harmonized finale,Sawarenai Uta,11,0.010101010101010102,1,0.024390243902439025
Hikari Nodokeki Haru no Hi ni,Deirai Kyousou Gakudan,5,0.004591368227731864,1,0.024390243902439025
instant EGOIST,Orion wo Nazoru,10,0.009182736455463728,1,0.024390243902439025
Protract Countdown,instant EGOIST,11,0.010101010101010102,1,0.024390243902439025
Sakura no Ato (all quartets lead to the?),Protract Countdown,6,0.005509641873278237,1,0.024390243902439025
Silent Libre Mirage,Sakura no Ato (all quartets lead to the?),7,0.006427915518824609,1,0.024390243902439025
Friday Novels,Silent Libre Mirage,3,0.0027548209366391185,1,0.024390243902439025
"10% roll, 10% romance",Airabuniju,7,0.006427915518824609,1,0.024390243902439025
Haru ga Kite Bokura,"10% roll, 10% romance",32,0.02938475665748393,1,0.024390243902439025
Nonfiction Compass,Toushindai no Chikyu,10,0.009182736455463728,1,0.024390243902439025
kaleido proud fiesta,Slow Curve wa Utenai (that made me crazy),14,0.012855831037649219,1,0.024390243902439025
Bachigai Hummingbird,Kimi no Hitomi ni Koishi Tenai,32,0.02938475665748393,1,0.024390243902439025
Tettoutetsubi Yonayona Drive,Worldwide Supergirl,11,0.010101010101010102,1,0.024390243902439025
Worldwide Supergirl,Bachigai Hummingbird,13,0.011937557392102846,1,0.024390243902439025
Sakura no Ato (all quartets lead to the?),Shupurehikouru ~Sekai ga Owaru Mae ni~,11,0.010101010101010102,1,0.024390243902439025
Sakura no Ato (all quartets lead to the?),Drum Solo,22,0.020202020202020204,1,0.024390243902439025
Shupurehikouru ~Sekai ga Owaru Mae ni~,Galileo no Showcase,10,0.009182736455463728,1,0.024390243902439025
Dizzy Trickster,Sakura no Ato (all quartets lead to the?),32,0.02938475665748393,1,0.024390243902439025
Galileo no Showcase,crazy birthday,10,0.009182736455463728,1,0.024390243902439025
Instrumental Jam,Dizzy Trickster,14,0.012855831037649219,1,0.024390243902439025
Enogu,Haru ga Kite Bokura,11,0.010101010101010102,1,0.024390243902439025
Haru ga Kite Bokura,harmonized finale,11,0.010101010101010102,1,0.024390243902439025
Tettoutetsubi Yonayona Drive,Tengoku to Jigoku,8,0.0073461891643709825,1,0.024390243902439025
mix juice no Iutouri,Shupurehikouru ~Sekai ga Owaru Mae ni~,10,0.009182736455463728,1,0.024390243902439025
Tameiki shooting the MOON,Master Volume,13,0.011937557392102846,1,0.024390243902439025
Ryusei no Squall,Tameiki shooting the MOON,11,0.010101010101010102,1,0.024390243902439025
cody beats,kaleido proud fiesta,12,0.011019283746556474,1,0.024390243902439025
"10% roll, 10% romance",cody beats,12,0.011019283746556474,1,0.024390243902439025
23:25,"kid, I like quartet",14,0.012855831037649219,1,0.024390243902439025
"kid, I like quartet",Seku x Kara x Shisonzuuru,11,0.010101010101010102,1,0.024390243902439025
Drum Solo,Space Shuttle Lullaby,22,0.020202020202020204,1,0.024390243902439025
Seku x Kara x Shisonzuuru,meet the world time,11,0.010101010101010102,1,0.024390243902439025
Ohitoyoshi Chameleom,Drum Solo,22,0.020202020202020204,1,0.024390243902439025
Numbness like a ginger,Ohitoyoshi Chameleom,22,0.020202020202020204,1,0.024390243902439025
Instrumental Jam,Numbness like a ginger,23,0.021120293847566574,1,0.024390243902439025
MIDNIGHT JUNGLE,Phantom Joke,24,0.02203856749311295,1,0.024390243902439025
Anti-Trendy Club,MIDNIGHT JUNGLE,22,0.020202020202020204,1,0.024390243902439025
Shoegazer Speaker,Anti-Trendy Club,22,0.020202020202020204,1,0.024390243902439025
Seihitsu Kanbi Akigure Jojou,WINDOW Akeru,22,0.020202020202020204,1,0.024390243902439025
City peel,Seihitsu Kanbi Akigure Jojou,22,0.020202020202020204,1,0.024390243902439025
Nihil Pip Viper,City peel,22,0.020202020202020204,1,0.024390243902439025
Millennium Happy Chainsaw Edge,Nihil Pip Viper,22,0.020202020202020204,1,0.024390243902439025
Sugar Song to Bitter Step,Millennium Happy Chainsaw Edge,24,0.02203856749311295,1,0.024390243902439025
Yume ga Sametara (at that river),Sugar Song to Bitter Step,22,0.020202020202020204,1,0.024390243902439025
Shupurehikouru ~Sekai ga Owaru Mae ni~,Atorakushon ga Hajimaru (they call it “NO.6”),10,0.009182736455463728,1,0.024390243902439025
meet the world time,Pistol Galaxy,11,0.010101010101010102,1,0.024390243902439025
Pistol Galaxy,Linear Blue wo Kikinagara,11,0.010101010101010102,1,0.024390243902439025
Linear Blue wo Kikinagara,Sangatsu Monogatari,11,0.010101010101010102,1,0.024390243902439025
Sangatsu Monogatari,Ryusei no Squall,11,0.010101010101010102,1,0.024390243902439025
Sentimental Period,"Yuunagi, Ensemble",15,0.013774104683195593,1,0.024390243902439025
Light Flat,MR. Andy,14,0.012855831037649219,1,0.024390243902439025
Space Shuttle Lullaby,Invisible Sensation,19,0.017447199265381085,1,0.024390243902439025
Kimi wa Tomodachi,Toushindai no Chikyu,47,0.04315886134067952,1,0.024390243902439025
Orion wo Nazoru,Ryusei no Squall,14,0.012855831037649219,1,0.024390243902439025
Ride on Time,Sanpo Saki My Life,4,0.0036730945821854912,1,0.024390243902439025
Fiction Freak Crisis,Seihitsu Kanbi Akigure Jojou,16,0.014692378328741965,1,0.024390243902439025
Chaos ga Kiwamaru,Orion wo Nazoru,19,0.017447199265381085,1,0.024390243902439025
Invisible Sensation,Chaos ga Kiwamaru,17,0.015610651974288337,1,0.024390243902439025
Sentimental Period,Invisible Sensation,13,0.011937557392102846,1,0.024390243902439025
Chaos ga Kiwamaru,Sugar Song to Bitter Step,13,0.011937557392102846,1,0.024390243902439025
Sanpo Saki My Life,Counter Identity,5,0.004591368227731864,1,0.024390243902439025
Sugar Song to Bitter Step,Fiction Freak Crisis,16,0.014692378328741965,1,0.024390243902439025
Pandemic Sudden Death,"8-Gatsu, Hirunaka no Nagareboshi to Hikouki-Gumo",47,0.04315886134067952,1,0.024390243902439025
"8-Gatsu, Hirunaka no Nagareboshi to Hikouki-Gumo",Kimi wa Tomodachi,47,0.04315886134067952,1,0.024390243902439025
Chandelier Waltz,mix juice no Iutouri,12,0.011019283746556474,1,0.024390243902439025
Drum Solo,BUSTER DICE MISERY,45,0.04132231404958678,1,0.024390243902439025
Counter Identity,Sentimental Period,15,0.013774104683195593,1,0.024390243902439025
Sentimental Period,Bachigai Hummingbird,20,0.018365472910927456,1,0.024390243902439025
mix juice no Iutouri,Drum Solo,46,0.04224058769513315,1,0.024390243902439025
Yoru ga Yureteiru,Itsuka no Shounen,3,0.0027548209366391185,1,0.024390243902439025
Deirai Kyousou Gakudan,Messenger From Zen Sekai,3,0.0027548209366391185,1,0.024390243902439025
Messenger From Zen Sekai,Master Volume,14,0.012855831037649219,1,0.024390243902439025
Master Volume,meet the world time,13,0.011937557392102846,1,0.024390243902439025
meet the world time,Karakuri Karukare,3,0.0027548209366391185,1,0.024390243902439025
23:25,Clover,4,0.0036730945821854912,1,0.024390243902439025
Clover,Scarsdale,4,0.0036730945821854912,1,0.024390243902439025
Scarsdale,cody beats,14,0.012855831037649219,1,0.024390243902439025
Seihitsu Kanbi Akigure Jojou,Yoru ga Yureteiru,16,0.014692378328741965,1,0.024390243902439025
