曲A(前),曲B(後),繋ぎ公演数,全公演での発生割合,繋ぎツアー数,全ツアーでの発生割合
Seihitsu Kanbi Akigure Jojou,"Majority Report (darling, I love you)",1,0.0009182736455463728,0,0.0
fake town baby,Seihitsu Kanbi Akigure Jojou,1,0.0009182736455463728,0,0.0
Momai termination,fake town baby,1,0.0009182736455463728,0,0.0
"10% roll, 10% romance",Momai termination,1,0.0009182736455463728,0,0.0
Siren in the Spy,"10% roll, 10% romance",5,0.004591368227731864,0,0.0
Kimi no Hitomi ni Koishi Tenai,Siren in the Spy,1,0.0009182736455463728,0,0.0
Galileo no Showcase,Tengoku to Jigoku,3,0.0027548209366391185,0,0.0
Sugar Song to Bitter Step,Galileo no Showcase,4,0.0036730945821854912,0,0.0
Friday Novels,Sugar Song to Bitter Step,1,0.0009182736455463728,0,0.0
"10% roll, 10% romance",Friday Novels,1,0.0009182736455463728,0,0.0
Searchlight,Mizu to Ame ni Tsuite,1,0.0009182736455463728,0,0.0
Snow Reverse,Hitori Omou wa Ame no Naka,1,0.0009182736455463728,0,0.0
Serenade ga Tomaranai,Sakura no Ato (all quartets lead to the?),1,0.0009182736455463728,0,0.0
Ride on Time,Jonetsu Satisfaction,1,0.0009182736455463728,0,0.0
Sugar Song to Bitter Step,"Catch up, latency",2,0.0018365472910927456,0,0.0
Fiction Freak Crisis,Sugar Song to Bitter Step,1,0.0009182736455463728,0,0.0
Tameiki shooting the MOON,Fiction Freak Crisis,1,0.0009182736455463728,0,0.0
Chandelier Waltz,Tameiki shooting the MOON,2,0.0018365472910927456,0,0.0
"10% roll, 10% romance",crazy birthday,2,0.0018365472910927456,0,0.0
Kimi no Hitomi ni Koishi Tenai,Silent Libre Mirage,1,0.0009182736455463728,0,0.0
"8-Gatsu, Hirunaka no Nagareboshi to Hikouki-Gumo",Kimi no Hitomi ni Koishi Tenai,1,0.0009182736455463728,0,0.0
Tengoku to Jigoku,"8-Gatsu, Hirunaka no Nagareboshi to Hikouki-Gumo",1,0.0009182736455463728,0,0.0
BUSTER DICE MISERY,Tengoku to Jigoku,4,0.0036730945821854912,0,0.0
Momai termination,BUSTER DICE MISERY,1,0.0009182736455463728,0,0.0
Toushindai no Chikyu,Momai termination,2,0.0018365472910927456,0,0.0
Invisible Sensation,Toushindai no Chikyu,1,0.0009182736455463728,0,0.0
Nani ka ga Kawari So,Orion wo Nazoru,7,0.006427915518824609,0,0.0
"Nigatsu, Hakuchu no Nagareboshi to Hikoukigumo",Light Flat,1,0.0009182736455463728,0,0.0
MR. Andy,"Nigatsu, Hakuchu no Nagareboshi to Hikoukigumo",5,0.004591368227731864,0,0.0
mouth to mouse(sent you),MR. Andy,2,0.0018365472910927456,0,0.0
Galileo no Showcase,mouth to mouse(sent you),1,0.0009182736455463728,0,0.0
Master Volume,Full Color Program,1,0.0009182736455463728,0,0.0
Alone,Master Volume,1,0.0009182736455463728,0,0.0
WINDOW Akeru,Alone,1,0.0009182736455463728,0,0.0
5-bu-go no Stardust,WINDOW Akeru,6,0.005509641873278237,0,0.0
bad music disco,5-bu-go no Stardust,1,0.0009182736455463728,0,0.0
Jonetsu Satisfaction,bad music disco,1,0.0009182736455463728,0,0.0
Miss. Sandy,"10% roll, 10% romance",1,0.0009182736455463728,0,0.0
Childhood Supernova,Master Volume,1,0.0009182736455463728,0,0.0
Nagareboshi wo Uchi Otose,Kimi no Moto e,1,0.0009182736455463728,0,0.0
Sentimental Period,Hitori Omou wa Ame no Naka,1,0.0009182736455463728,0,0.0
MR. Andy,Bachigai Hummingbird,2,0.0018365472910927456,0,0.0
WINDOW Akeru,MR. Andy,2,0.0018365472910927456,0,0.0
Sayonara Summer Time Machine,WINDOW Akeru,1,0.0009182736455463728,0,0.0
Scarsdale,Sayonara Summer Time Machine,1,0.0009182736455463728,0,0.0
Counter Identity,Scarsdale,3,0.0027548209366391185,0,0.0
Kimi no Moto e,Counter Identity,1,0.0009182736455463728,0,0.0
cody beats,Kimi no Moto e,2,0.0018365472910927456,0,0.0
Orion wo Nazoru,Otonoba Chukan Shiken,2,0.0018365472910927456,0,0.0
Ryusei Kouro,cody beats,2,0.0018365472910927456,0,0.0
Ride on Time,Ryusei Kouro,1,0.0009182736455463728,0,0.0
Sayonara Dai Kyu Wakusei,Ride on Time,2,0.0018365472910927456,0,0.0
Full Color Program,Sayonara Dai Kyu Wakusei,2,0.0018365472910927456,0,0.0
Counter Identity,Full Color Program,2,0.0018365472910927456,0,0.0
Momai termination,Kimi no Hitomi ni Koishi Tenai,1,0.0009182736455463728,0,0.0
Linear Blue wo Kikinagara,Sekai wa Fancy,1,0.0009182736455463728,0,0.0
Sanpo Saki My Life,Galileo no Showcase,10,0.009182736455463728,0,0.0
Itsuka no Shounen,Galileo no Showcase,6,0.005509641873278237,0,0.0
23:25,Itsuka no Shounen,8,0.0073461891643709825,0,0.0
crazy birthday,Sugar Song to Bitter Step,4,0.0036730945821854912,0,0.0
RUNNERS HIGH REPRISE,Tengoku to Jigoku,2,0.0018365472910927456,0,0.0
Mikansei Daisy,RUNNERS HIGH REPRISE,2,0.0018365472910927456,0,0.0
flat song,Mikansei Daisy,2,0.0018365472910927456,0,0.0
Master Volume,flat song,1,0.0009182736455463728,0,0.0
MR. Andy,Sentimental Period,8,0.0073461891643709825,0,0.0
Hitori Omou wa Ame no Naka,WINDOW Akeru,1,0.0009182736455463728,0,0.0
"Yuunagi, Ensemble",Childhood Supernova,1,0.0009182736455463728,0,0.0
"Nigatsu, Hakuchu no Nagareboshi to Hikoukigumo",Mizu to Ame ni Tsuite,1,0.0009182736455463728,0,0.0
Deirai Kyousou Gakudan,Coffee Cup Syndrome,2,0.0018365472910927456,0,0.0
Andromeda,Mizu to Ame ni Tsuite,2,0.0018365472910927456,0,0.0
Cheap Cheap Endroll,mix juice no Iutouri,2,0.0018365472910927456,0,0.0
Siren in the Spy,Tettoutetsubi Yonayona Drive,2,0.0018365472910927456,0,0.0
Instrumental Jam,Siren in the Spy,2,0.0018365472910927456,0,0.0
Seihitsu Kanbi Akigure Jojou,Instrumental Jam,2,0.0018365472910927456,0,0.0
Sanpo Saki My Life,Sugar Song to Bitter Step,3,0.0027548209366391185,0,0.0
Phantom Joke,Sanpo Saki My Life,2,0.0018365472910927456,0,0.0
Aerial Alien,MIDNIGHT JUNGLE,2,0.0018365472910927456,0,0.0
Orion wo Nazoru,Ride on Time,2,0.0018365472910927456,0,0.0
Worldwide Supergirl,Orion wo Nazoru,3,0.0027548209366391185,0,0.0
Tengoku to Jigoku,Worldwide Supergirl,1,0.0009182736455463728,0,0.0
Light Flat,Galileo no Showcase,2,0.0018365472910927456,0,0.0
5-bu-go no Stardust,Light Flat,2,0.0018365472910927456,0,0.0
Sentimental Period,5-bu-go no Stardust,6,0.005509641873278237,0,0.0
Mizu to Ame ni Tsuite,MR. Andy,14,0.012855831037649219,0,0.0
kaleido proud fiesta,Kimi no Hitomi ni Koishi Tenai,1,0.0009182736455463728,0,0.0
Slow Curve wa Utenai (that made me crazy),Sugar Song to Bitter Step,2,0.0018365472910927456,0,0.0
Chaos ga Kiwamaru,Slow Curve wa Utenai (that made me crazy),1,0.0009182736455463728,0,0.0
WINDOW Akeru,Chaos ga Kiwamaru,1,0.0009182736455463728,0,0.0
Phantom Joke,Linear Blue wo Kikinagara,1,0.0009182736455463728,0,0.0
MR. Andy,Natsukage Tail Light,1,0.0009182736455463728,0,0.0
Nagareboshi wo Uchi Otose,MR. Andy,1,0.0009182736455463728,0,0.0
Fiction Freak Crisis,Invisible Sensation,3,0.0027548209366391185,0,0.0
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,Kimi no Hitomi ni Koishi Tenai,1,0.0009182736455463728,0,0.0
MIDNIGHT JUNGLE,Tengoku to Jigoku,1,0.0009182736455463728,0,0.0
Sugar Song to Bitter Step,Tengoku to Jigoku,10,0.009182736455463728,0,0.0
Sakura no Ato (all quartets lead to the?),harmonized finale,3,0.0027548209366391185,0,0.0
Mekator Jikuu Tankentai,Sakura no Ato (all quartets lead to the?),1,0.0009182736455463728,0,0.0
instant EGOIST,Mekator Jikuu Tankentai,1,0.0009182736455463728,0,0.0
"kid, I like quartet",instant EGOIST,1,0.0009182736455463728,0,0.0
Serenade ga Tomaranai,"kid, I like quartet",1,0.0009182736455463728,0,0.0
to the CIDER ROAD,Serenade ga Tomaranai,2,0.0018365472910927456,0,0.0
Phantom Joke,Slow Curve wa Utenai (that made me crazy),1,0.0009182736455463728,0,0.0
Tasogare in the Spy,Phantom Joke,1,0.0009182736455463728,0,0.0
Nani ka ga Kawari So,Tasogare in the Spy,1,0.0009182736455463728,0,0.0
Sakura no Ato (all quartets lead to the?),Nani ka ga Kawari So,1,0.0009182736455463728,0,0.0
Sugar Song to Bitter Step,Sakura no Ato (all quartets lead to the?),7,0.006427915518824609,0,0.0
Master Volume,Galileo no Showcase,18,0.01652892561983471,0,0.0
Toushindai no Chikyu,Master Volume,7,0.006427915518824609,0,0.0
Full Color Program,Sanpo Saki My Life,8,0.0073461891643709825,0,0.0
"10% roll, 10% romance",Sugar Song to Bitter Step,2,0.0018365472910927456,0,0.0
kaleido proud fiesta,"10% roll, 10% romance",3,0.0027548209366391185,0,0.0
instant EGOIST,Tengoku to Jigoku,3,0.0027548209366391185,0,0.0
Numbness like a ginger,instant EGOIST,2,0.0018365472910927456,0,0.0
Chaos ga Kiwamaru,Numbness like a ginger,2,0.0018365472910927456,0,0.0
Bachigai Hummingbird,Chaos ga Kiwamaru,5,0.004591368227731864,0,0.0
"Nigatsu, Hakuchu no Nagareboshi to Hikoukigumo",Galileo no Showcase,4,0.0036730945821854912,0,0.0
Master Volume,"Nigatsu, Hakuchu no Nagareboshi to Hikoukigumo",4,0.0036730945821854912,0,0.0
Coffee Cup Syndrome,MR. Andy,2,0.0018365472910927456,0,0.0
harmonized finale,Pandemic Sudden Death,2,0.0018365472910927456,0,0.0
Tengoku to Jigoku,crazy birthday,3,0.0027548209366391185,0,0.0
Sora no Tobikata,Ryusei Kouro,1,0.0009182736455463728,0,0.0
Mizu to Ame ni Tsuite,Sora no Tobikata,1,0.0009182736455463728,0,0.0
Ryusei no Squall,Serenade ga Tomaranai,1,0.0009182736455463728,0,0.0
cody beats,Ryusei no Squall,1,0.0009182736455463728,0,0.0
Coffee Cup Syndrome,cody beats,1,0.0009182736455463728,0,0.0
to the CIDER ROAD,Coffee Cup Syndrome,1,0.0009182736455463728,0,0.0
Sanpo Saki My Life,Hakoniwa Rock Show,3,0.0027548209366391185,0,0.0
fake town baby,Chaos ga Kiwamaru,4,0.0036730945821854912,0,0.0
City peel,fake town baby,2,0.0018365472910927456,0,0.0
Millennium Happy Chainsaw Edge,City peel,1,0.0009182736455463728,0,0.0
instant EGOIST,Sugar Song to Bitter Step,2,0.0018365472910927456,0,0.0
Tsuki to Tenbin,Toushindai no Chikyu,2,0.0018365472910927456,0,0.0
Deirai Kyousou Gakudan,Tsuki to Tenbin,3,0.0027548209366391185,0,0.0
Full Color Program,Deirai Kyousou Gakudan,7,0.006427915518824609,0,0.0
Tameiki shooting the MOON,Orion wo Nazoru,4,0.0036730945821854912,0,0.0
Airabuniju,Tameiki shooting the MOON,1,0.0009182736455463728,0,0.0
Miss. Sandy,Sakura no Ato (all quartets lead to the?),1,0.0009182736455463728,0,0.0
Linear Blue wo Kikinagara,Miss. Sandy,2,0.0018365472910927456,0,0.0
Chandelier Waltz,Linear Blue wo Kikinagara,2,0.0018365472910927456,0,0.0
Hakoniwa Rock Show,Sayonara Dai Kyu Wakusei,9,0.008264462809917356,0,0.0
Light Flat,Hakoniwa Rock Show,8,0.0073461891643709825,0,0.0
"Yuunagi, Ensemble",Light Flat,12,0.011019283746556474,0,0.0
Sanpo Saki My Life,WINDOW Akeru,2,0.0018365472910927456,0,0.0
Sentimental Period,Sanpo Saki My Life,12,0.011019283746556474,0,0.0
Sora no Tobikata,Sentimental Period,4,0.0036730945821854912,0,0.0
Sanpo Saki My Life,Coffee Cup Syndrome,3,0.0027548209366391185,0,0.0
Sayonara Dai Kyu Wakusei,Sora no Tobikata,1,0.0009182736455463728,0,0.0
Toushindai no Chikyu,Orion wo Nazoru,5,0.004591368227731864,0,0.0
Sentimental Period,23:25,1,0.0009182736455463728,0,0.0
Ryusei no Squall,Kimi no Moto e,1,0.0009182736455463728,0,0.0
Bachigai Hummingbird,Ryusei no Squall,2,0.0018365472910927456,0,0.0
Sekai wa Fancy,Sugar Song to Bitter Step,4,0.0036730945821854912,0,0.0
Scarsdale,Sekai wa Fancy,2,0.0018365472910927456,0,0.0
MR. Andy,Scarsdale,2,0.0018365472910927456,0,0.0
Orion wo Nazoru,Galileo no Showcase,10,0.009182736455463728,0,0.0
MR. Andy,Orion wo Nazoru,9,0.008264462809917356,0,0.0
Tengoku to Jigoku,MR. Andy,2,0.0018365472910927456,0,0.0
Sakura no Ato (all quartets lead to the?),Tengoku to Jigoku,4,0.0036730945821854912,0,0.0
MR. Andy,Karakuri Karukare,10,0.009182736455463728,0,0.0
"Nigatsu, Hakuchu no Nagareboshi to Hikoukigumo",Sanpo Saki My Life,2,0.0018365472910927456,0,0.0
23:25,"Nigatsu, Hakuchu no Nagareboshi to Hikoukigumo",1,0.0009182736455463728,0,0.0
Galileo no Showcase,Master Volume,9,0.008264462809917356,0,0.0
Full Color Program,Galileo no Showcase,18,0.01652892561983471,0,0.0
WINDOW Akeru,Full Color Program,2,0.0018365472910927456,0,0.0
Sentimental Period,WINDOW Akeru,3,0.0027548209366391185,0,0.0
Sayonara Dai Kyu Wakusei,Sentimental Period,6,0.005509641873278237,0,0.0
Galileo no Showcase,Sayonara Dai Kyu Wakusei,3,0.0027548209366391185,0,0.0
Sora no Tobikata,Galileo no Showcase,1,0.0009182736455463728,0,0.0
Another World,Searchlight,1,0.0009182736455463728,0,0.0
Mizu to Ame ni Tsuite,Another World,1,0.0009182736455463728,0,0.0
Ryusei Kouro,Mizu to Ame ni Tsuite,1,0.0009182736455463728,0,0.0
Andromeda,Ryusei Kouro,2,0.0018365472910927456,0,0.0
Kimi no Moto e,Sentimental Period,1,0.0009182736455463728,0,0.0
23:25,Orion wo Nazoru,5,0.004591368227731864,0,0.0
Another World,Sayonara Dai Kyu Wakusei,2,0.0018365472910927456,0,0.0
Kimi no Hitomi ni Koishi Tenai,Chandelier Waltz,4,0.0036730945821854912,0,0.0
Slow Curve wa Utenai (that made me crazy),Chaos ga Kiwamaru,1,0.0009182736455463728,0,0.0
Kimi no Hitomi ni Koishi Tenai,Slow Curve wa Utenai (that made me crazy),1,0.0009182736455463728,0,0.0
Fiction Freak Crisis,Kimi no Hitomi ni Koishi Tenai,2,0.0018365472910927456,0,0.0
"10% roll, 10% romance",Fiction Freak Crisis,2,0.0018365472910927456,0,0.0
City peel,"10% roll, 10% romance",1,0.0009182736455463728,0,0.0
Sakura no Ato (all quartets lead to the?),City peel,1,0.0009182736455463728,0,0.0
Orion wo Nazoru,Sakura no Ato (all quartets lead to the?),3,0.0027548209366391185,0,0.0
Galileo no Showcase,cody beats,2,0.0018365472910927456,0,0.0
Scarsdale,23:25,2,0.0018365472910927456,0,0.0
5-bu-go no Stardust,MR. Andy,4,0.0036730945821854912,0,0.0
Counter Identity,5-bu-go no Stardust,1,0.0009182736455463728,0,0.0
Kirai = Kirai,Counter Identity,1,0.0009182736455463728,0,0.0
Sentimental Period,Kirai = Kirai,1,0.0009182736455463728,0,0.0
Sugar Song to Bitter Step,Kimi no Hitomi ni Koishi Tenai,4,0.0036730945821854912,0,0.0
MIDNIGHT JUNGLE,Sugar Song to Bitter Step,1,0.0009182736455463728,0,0.0
Tengoku to Jigoku,BUSTER DICE MISERY,3,0.0027548209366391185,0,0.0
Bachigai Hummingbird,Tengoku to Jigoku,3,0.0027548209366391185,0,0.0
Sakura no Ato (all quartets lead to the?),Sugar Song to Bitter Step,12,0.011019283746556474,0,0.0
Haru ga Kite Bokura,Sakura no Ato (all quartets lead to the?),5,0.004591368227731864,0,0.0
Pandemic Sudden Death,Haru ga Kite Bokura,1,0.0009182736455463728,0,0.0
Ride on Time,Pandemic Sudden Death,1,0.0009182736455463728,0,0.0
Instrumental Jam,Ride on Time,3,0.0027548209366391185,0,0.0
Chandelier Waltz,Instrumental Jam,2,0.0018365472910927456,0,0.0
Serenade ga Tomaranai,Toushindai no Chikyu,1,0.0009182736455463728,0,0.0
Orion wo Nazoru,Mikansei Daisy,1,0.0009182736455463728,0,0.0
Clover,"10% roll, 10% romance",1,0.0009182736455463728,0,0.0
"Catch up, latency",Kimi no Hitomi ni Koishi Tenai,2,0.0018365472910927456,0,0.0
Orion wo Nazoru,Invisible Sensation,4,0.0036730945821854912,0,0.0
harmonized finale,Orion wo Nazoru,2,0.0018365472910927456,0,0.0
Orion wo Nazoru,Karakuri Karukare,2,0.0018365472910927456,0,0.0
Full Color Program,Orion wo Nazoru,2,0.0018365472910927456,0,0.0
Tettoutetsubi Yonayona Drive,Full Color Program,1,0.0009182736455463728,0,0.0
MR. Andy,Tettoutetsubi Yonayona Drive,1,0.0009182736455463728,0,0.0
Master Volume,MR. Andy,6,0.005509641873278237,0,0.0
Sakura no Ato (all quartets lead to the?),Chandelier Waltz,3,0.0027548209366391185,0,0.0
Protract Countdown,Sakura no Ato (all quartets lead to the?),1,0.0009182736455463728,0,0.0
Orion wo Nazoru,Clover,2,0.0018365472910927456,0,0.0
Karakuri Karukare,Orion wo Nazoru,3,0.0027548209366391185,0,0.0
Sentimental Period,Karakuri Karukare,6,0.005509641873278237,0,0.0
Hikari Nodokeki Haru no Hi ni,Sentimental Period,1,0.0009182736455463728,0,0.0
Kimi no Moto e,Hikari Nodokeki Haru no Hi ni,1,0.0009182736455463728,0,0.0
Childhood Supernova,Kimi no Moto e,1,0.0009182736455463728,0,0.0
MR. Andy,Childhood Supernova,3,0.0027548209366391185,0,0.0
"Nigatsu, Hakuchu no Nagareboshi to Hikoukigumo",Toushindai no Chikyu,3,0.0027548209366391185,0,0.0
"Yuunagi, Ensemble","Nigatsu, Hakuchu no Nagareboshi to Hikoukigumo",1,0.0009182736455463728,0,0.0
Master Volume,"Yuunagi, Ensemble",1,0.0009182736455463728,0,0.0
Childhood Supernova,MR. Andy,2,0.0018365472910927456,0,0.0
Sanpo Saki My Life,Childhood Supernova,1,0.0009182736455463728,0,0.0
Light Flat,Mizu to Ame ni Tsuite,6,0.005509641873278237,0,0.0
Orion wo Nazoru,Atorakushon ga Hajimaru (they call it “NO.6”),1,0.0009182736455463728,0,0.0
Sakura no Ato (all quartets lead to the?),"Catch up, latency",4,0.0036730945821854912,0,0.0
Kimi no Hitomi ni Koishi Tenai,fake town baby,1,0.0009182736455463728,0,0.0
Full Color Program,harmonized finale,1,0.0009182736455463728,0,0.0
fake town baby,Numbness like a ginger,2,0.0018365472910927456,0,0.0
Galileo no Showcase,Sugar Song to Bitter Step,1,0.0009182736455463728,0,0.0
Otonoba Chukan Shiken,Orion wo Nazoru,1,0.0009182736455463728,0,0.0
Tengoku to Jigoku,Otonoba Chukan Shiken,1,0.0009182736455463728,0,0.0
Childhood Supernova,instant EGOIST,1,0.0009182736455463728,0,0.0
mix juice no Iutouri,Childhood Supernova,1,0.0009182736455463728,0,0.0
Sakura no Ato (all quartets lead to the?),mix juice no Iutouri,1,0.0009182736455463728,0,0.0
Chandelier Waltz,Karakuri Karukare,2,0.0018365472910927456,0,0.0
Aerial Alien,Chandelier Waltz,1,0.0009182736455463728,0,0.0
Counter Identity,Bachigai Hummingbird,2,0.0018365472910927456,0,0.0
5-bu-go no Stardust,Full Color Program,3,0.0027548209366391185,0,0.0
Mizu to Ame ni Tsuite,5-bu-go no Stardust,7,0.006427915518824609,0,0.0
Sentimental Period,Mizu to Ame ni Tsuite,7,0.006427915518824609,0,0.0
Scarsdale,Mikansei Daisy,2,0.0018365472910927456,0,0.0
Sanpo Saki My Life,Scarsdale,1,0.0009182736455463728,0,0.0
Clover,Ride on Time,5,0.004591368227731864,0,0.0
Sentimental Period,Master Volume,6,0.005509641873278237,0,0.0
Sugar Song to Bitter Step,Haru ga Kite Bokura,6,0.005509641873278237,0,0.0
Ikenai fool logic,Tettoutetsubi Yonayona Drive,2,0.0018365472910927456,0,0.0
Phantom Joke,Ikenai fool logic,2,0.0018365472910927456,0,0.0
Linear Blue wo Kikinagara,Phantom Joke,2,0.0018365472910927456,0,0.0
"10% roll, 10% romance",Linear Blue wo Kikinagara,2,0.0018365472910927456,0,0.0
Scarsdale,kaleido proud fiesta,1,0.0009182736455463728,0,0.0
Numbness like a ginger,Scarsdale,1,0.0009182736455463728,0,0.0
Chandelier Waltz,Orion wo Nazoru,4,0.0036730945821854912,0,0.0
Linear Blue wo Kikinagara,Sugar Song to Bitter Step,4,0.0036730945821854912,0,0.0
Mikansei Daisy,Sakura no Ato (all quartets lead to the?),1,0.0009182736455463728,0,0.0
Orion wo Nazoru,Scarsdale,4,0.0036730945821854912,0,0.0
Bachigai Hummingbird,Karakuri Karukare,1,0.0009182736455463728,0,0.0
Clover,Hakoniwa Rock Show,2,0.0018365472910927456,0,0.0
Sayonara Summer Time Machine,Scarsdale,2,0.0018365472910927456,0,0.0
Master Volume,Sayonara Summer Time Machine,1,0.0009182736455463728,0,0.0
CAPACITY Koeru,Master Volume,1,0.0009182736455463728,0,0.0
23:25,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,1,0.0009182736455463728,0,0.0
"kid, I like quartet",23:25,1,0.0009182736455463728,0,0.0
Deirai Kyousou Gakudan,Galileo no Showcase,3,0.0027548209366391185,0,0.0
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,23:25,2,0.0018365472910927456,0,0.0
Clover,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,1,0.0009182736455463728,0,0.0
Bachigai Hummingbird,Clover,1,0.0009182736455463728,0,0.0
MR. Andy,Worldwide Supergirl,1,0.0009182736455463728,0,0.0
Protract Countdown,MR. Andy,2,0.0018365472910927456,0,0.0
"kid, I like quartet",Protract Countdown,3,0.0027548209366391185,0,0.0
Hakoniwa Rock Show,Light Flat,3,0.0027548209366391185,0,0.0
Searchlight,Hakoniwa Rock Show,6,0.005509641873278237,0,0.0
Sentimental Period,Searchlight,7,0.006427915518824609,0,0.0
Ryusei Zenya,Sentimental Period,1,0.0009182736455463728,0,0.0
Tsuki to Tenbin,Full Color Program,4,0.0036730945821854912,0,0.0
23:25,MR. Andy,7,0.006427915518824609,0,0.0
Chandelier Waltz,Airabuniju,1,0.0009182736455463728,0,0.0
23:25,Chandelier Waltz,1,0.0009182736455463728,0,0.0
Sakura no Ato (all quartets lead to the?),Tettoutetsubi Yonayona Drive,5,0.004591368227731864,0,0.0
Karakuri Karukare,Full Color Program,4,0.0036730945821854912,0,0.0
Scarsdale,like coffee no Omajinai,1,0.0009182736455463728,0,0.0
BUSTER DICE MISERY,Linear Blue wo Kikinagara,2,0.0018365472910927456,0,0.0
like coffee no Omajinai,MR. Andy,1,0.0009182736455463728,0,0.0
mix juice no Iutouri,Tengoku to Jigoku,3,0.0027548209366391185,0,0.0
Galileo no Showcase,Orion wo Nazoru,1,0.0009182736455463728,0,0.0
Sayonara Summer Time Machine,Ride on Time,1,0.0009182736455463728,0,0.0
Ryusei no Squall,Sayonara Summer Time Machine,2,0.0018365472910927456,0,0.0
Galileo no Showcase,Hakoniwa Rock Show,11,0.010101010101010102,0,0.0
Searchlight,Sayonara Dai Kyu Wakusei,3,0.0027548209366391185,0,0.0
Light Flat,Searchlight,3,0.0027548209366391185,0,0.0
Sugar Song to Bitter Step,Chaos ga Kiwamaru,3,0.0027548209366391185,0,0.0
kaleido proud fiesta,Sugar Song to Bitter Step,5,0.004591368227731864,0,0.0
fake town baby,kaleido proud fiesta,1,0.0009182736455463728,0,0.0
Millennium Happy Chainsaw Edge,Sakura no Ato (all quartets lead to the?),1,0.0009182736455463728,0,0.0
Koisuru Wakusei,Millennium Happy Chainsaw Edge,1,0.0009182736455463728,0,0.0
Orion wo Nazoru,Koisuru Wakusei,2,0.0018365472910927456,0,0.0
Numbness like a ginger,Orion wo Nazoru,1,0.0009182736455463728,0,0.0
Tengoku to Jigoku,Airabuniju,3,0.0027548209366391185,0,0.0
Clover,Pandemic Sudden Death,1,0.0009182736455463728,0,0.0
Sakura no Ato (all quartets lead to the?),Clover,2,0.0018365472910927456,0,0.0
Deirai Kyousou Gakudan,Sakura no Ato (all quartets lead to the?),1,0.0009182736455463728,0,0.0
Master Volume,Deirai Kyousou Gakudan,2,0.0018365472910927456,0,0.0
Full Color Program,Master Volume,6,0.005509641873278237,0,0.0
Ride on Time,Full Color Program,2,0.0018365472910927456,0,0.0
Sanpo Saki My Life,Ride on Time,1,0.0009182736455463728,0,0.0
MR. Andy,Linear Blue wo Kikinagara,1,0.0009182736455463728,0,0.0
"Catch up, latency",Phantom Joke,1,0.0009182736455463728,0,0.0
Phantom Joke,Galileo no Showcase,1,0.0009182736455463728,0,0.0
Hatch I need,Shoegazer Speaker,2,0.0018365472910927456,0,0.0
Karakuri Karukare,Sugar Song to Bitter Step,3,0.0027548209366391185,0,0.0
Toushindai no Chikyu,Gyakuten Sayonara,3,0.0027548209366391185,0,0.0
Deirai Kyousou Gakudan,Clover,3,0.0027548209366391185,0,0.0
Ride on Time,Tengoku to Jigoku,1,0.0009182736455463728,0,0.0
Haru ga Kite Bokura,Ride on Time,1,0.0009182736455463728,0,0.0
Phantom Joke,Haru ga Kite Bokura,2,0.0018365472910927456,0,0.0
Kimi no Hitomi ni Koishi Tenai,Phantom Joke,3,0.0027548209366391185,0,0.0
"Nigatsu, Hakuchu no Nagareboshi to Hikoukigumo",Ride on Time,3,0.0027548209366391185,0,0.0
"Nigatsu, Hakuchu no Nagareboshi to Hikoukigumo",Full Color Program,1,0.0009182736455463728,0,0.0
Hakoniwa Rock Show,Counter Identity,3,0.0027548209366391185,0,0.0
Hitori Omou wa Ame no Naka,MR. Andy,2,0.0018365472910927456,0,0.0
Tsuki to Tenbin,Hitori Omou wa Ame no Naka,1,0.0009182736455463728,0,0.0
Messenger From Zen Sekai,Deirai Kyousou Gakudan,3,0.0027548209366391185,0,0.0
Sayonara Dai Kyu Wakusei,Messenger From Zen Sekai,1,0.0009182736455463728,0,0.0
Ryusei Kouro,Sentimental Period,1,0.0009182736455463728,0,0.0
Searchlight,Galileo no Showcase,3,0.0027548209366391185,0,0.0
Boujaku no Charisma,Bachigai Hummingbird,2,0.0018365472910927456,0,0.0
Orion wo Nazoru,Boujaku no Charisma,2,0.0018365472910927456,0,0.0
Invisible Sensation,"kid, I like quartet",2,0.0018365472910927456,0,0.0
5-bu-go no Stardust,mouth to mouse(sent you),1,0.0009182736455463728,0,0.0
Toushindai no Chikyu,Sanpo Saki My Life,1,0.0009182736455463728,0,0.0
5-bu-go no Stardust,Sentimental Period,2,0.0018365472910927456,0,0.0
Bachigai Hummingbird,Sugar Song to Bitter Step,5,0.004591368227731864,0,0.0
City peel,Nani ka ga Kawari So,1,0.0009182736455463728,0,0.0
23:25,Karakuri Karukare,3,0.0027548209366391185,0,0.0
Sugar Song to Bitter Step,Nani ka ga Kawari So,3,0.0027548209366391185,0,0.0
kaleido proud fiesta,Siren in the Spy,1,0.0009182736455463728,0,0.0
Nani ka ga Kawari So,MR. Andy,2,0.0018365472910927456,0,0.0
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,mix juice no Iutouri,1,0.0009182736455463728,0,0.0
harmonized finale,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,1,0.0009182736455463728,0,0.0
